,Date,Description
17,2018-08-20,MUST READS FROM WSJ CITY The buoyant performance of US tech stocks is driving some fund managers and others to dismiss longstanding valuation concerns as short-sighted. The question of how to value popular tech shares is coming into focus because major indexe…
18,2018-08-19,"Apple Pulls 25,000 Apps From China After a Barrage of State-Media Criticism BEIJING—Apple Inc. pulled illegal apps from its App Store in China after coming under fire from state media for not doing enough to filter out banned material. “Gambling apps are ille…"
19,2018-08-19,The software revolution has transformed business. What’s next? Processes that constantly improve themselves without need of human intervention.
20,2018-08-19,A multistakeholder ‘content congress’ could take account of everyone’s concerns.
21,2018-08-19,"Wall Street Journal Samsung's Galaxy Note 9 Is Crazy Powerful. Can You Handle It? Wall Street Journal Samsung's newest phone has more features, options and possibilities than the rest. WSJ's David Pierce reviews this big, fast, funky phone made for power user…"
22,2018-08-18,"Wall Street Journal Trump Slams Social-Media Companies for 'Censorship' of the Right Wall Street Journal President Trump on Saturday threatened action against social-media companies, saying they were suspending accounts in a manner that was “totally discrimin…"
23,2018-08-18,"Though grouped with the Abstract Expressionists, she cut a different path."
24,2018-08-17,"Facebook, Twitter, YouTube and other tech giants say that they’re open forums. What happens when they start to shut down voices they consider beyond the pale?"
25,2018-08-17,Picking individual stocks is mostly a loser’s game. But there is still value--and skill--involved in digging into a company the old-fashioned way.
26,2018-08-17,"To help screen addicts break the habit, Big Tech companies like Apple, Google and Facebook are finding new ways to warn of overuse."
27,2018-08-17,"Foxconn is making a new push into semiconductors, teaming up with a local government in China’s Pearl River Delta to build a chip fabrication plant."
28,2018-08-16,What sufferers accuse Apple of is a contradiction in terms—self-liquidating to a value of $1 trillion.
29,2018-08-16,"In middle age, the search giant’s motto has gone from ‘Don’t be evil’ to something more like ‘Get real.’"
30,2018-08-16,Tencent’s selloff has sparked fears of a broader contagion for tech stocks around the world.
31,2018-08-15,"Wall Street Journal Alex Jones, Meet Peter Strzok Wall Street Journal Let us consider the ways in which the human mind can go wrong today. There once was a time when if you said the Sandy Hook massacre in Connecticut didn't happen or that the U.S. government …"
32,2018-08-15,Apple Inc.’s new headquarters in Silicon Valley is the most lavish in a spate of glitzy new architectural projects by tech titans at a time when their businesses are booming and market valuations are soaring.
33,2018-08-15,Towle Deep Value soars 48.55% but shoos away investors.
34,2018-08-15,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY US foreign policy has driven sharp swings in European and Asia…"
35,2018-08-15,"President Recep Tayyip Erdogan of Turkey stepped up his attacks on the U.S. on Tuesday, calling for a boycott of Apple Inc.’s iPhones and other U.S. electronic goods, while his foreign minister joined his Russian counterpart in criticizing Western sanctions."
36,2018-08-15,"Twitter suspended far-right talk-show host Alex Jones for violating the social media company’s policies, a reversal amid intensifying public scrutiny and criticism of Mr. Jones’s posts on the platform."
37,2018-08-15,"President Recep Tayyip Erdogan of Turkey stepped up his attacks on the U.S. on Tuesday, calling for a boycott of Apple Inc.’s iPhones and other U.S. electronic goods, while his foreign minister joined his Russian counterpart in criticizing Western sanctions."
38,2018-08-14,$46.6 billion stake in the tech giant as of the end of JuneWarren Buffett’s Berkshire Hathaway Inc. continued to load up on technology giant Apple Inc. in the second quarter.
39,2018-08-14,"Musk may not be an asset to the abbey, but the SEC knows he makes us laugh."
40,2018-08-14,"Shares of Monsanto parent Bayer fell sharply after a California jury ruling, setting up a potential hit for billionaire investor David Einhorn’s Greenlight Capital."
41,2018-08-14,"The boycott, which President Recep Tayyip Erdogan announced in a speech Tuesday, is part of a wider campaign that has spread from advertising to beauty parlors."
42,2018-08-14,"Shares in Sunny Optical, which makes lenses for smartphones, lost nearly a quarter of their value after earnings missed estimates—the latest sign of investors’ unforgiving approach to companies that disappoint."
43,2018-08-14,"Tencent, the world’s largest videogame company by revenue, is raising its bet on the fast-growing industry of esports."
44,2018-08-14,"Microsoft is moving to retool Cortana, its digital voice assistant that has struggled as the software giant shackled it to the personal computer."
45,2018-08-13,"Wall Street Journal Tech Giants Pledge to Ease Patient, Provider Access to Health Data Wall Street Journal WASHINGTON—Major tech companies committed Monday to removing technological barriers that have hindered patient and provider access to health-care data o…"
46,2018-08-13,"Indian policy makers are looking for ways to tamp down American tech behemoths, a shift that could crimp growth potential in one of the biggest remaining open markets for their expansion."
47,2018-08-13,"Foxconn Technology posted a worse-than-expected drop in second-quarter profit, even after its biggest customer Apple said recent demand for iPhones remained resilient."
48,2018-08-13,"A French law enacted last month is set to bar cellphone use by primary and middle school students, an effort to cut down on distractions in class and encourage play or reading during recess."
49,2018-08-13,"Jody Gerson, CEO of Universal Music Publishing, is pushing for higher payments from streaming services."
50,2018-08-12,The senator has 20 points. Even Woodrow Wilson didn’t need more than 14.
51,2018-08-12,"President Trump heads back to Washington Monday after a 10-day stay at his New Jersey club that featured tweets, dinners with business leaders, some foreign-policy announcements and golf."
52,2018-08-10,"Wall Street Journal Siri, Why Do I Feel Like I'm Being Watched? Wall Street Journal “The Internet of Things heralds a qualitative shift in how privacy is managed, both by people and by the organizations that create, sell, and operate internet-connected device…"
53,2018-08-10,"In the wake of VW’s Dieselgate scandal, the popular German brand is eager to please, which is why the uber-affordable new Jetta comes turbocharged and fully stocked, with great fuel economy to boot. Dan Neil kicks the tires."
54,2018-08-10,"Samsung, Apple have boosted prices over the last year, but that strategy has its limits."
55,2018-08-10,"Qualcomm notched a victory in its effort to preserve its patent-licensing business, saving the company nearly $700 million in fines."
56,2018-08-09,Many tools exist that could help identify bad actors on social media. There’s just no consensus on how to use them.
57,2018-08-09,"Bluetooth-enabled S Pen stylus may be flagship phone’s biggest technological leapSamsung’s new Galaxy Note 9 unveiled Thursday looks much like last year’s model, reflecting slowing innovation in smartphones that has contributed to a historic dip in industry s…"
58,2018-08-09,"This is the web version of the WSJ’s newsletter on the economy. You can sign up for daily delivery here. Good morning! Today we look at China’s preparations for a knock-down, drag-out trade fight, a warning on the U.S. budget deficit, the EU’s lack of cohesio…"
59,2018-08-08,Making a Washington bureaucracy the regulator of the Internet is not the answer.
60,2018-08-08,"Located in Norway’s capital, the home later was occupied by a woman who fought the Nazis and then by a top actress. It is now listed for about $2.2 million."
61,2018-08-08,"Saudi Prince al-Waleed bin Talal’s $500 million spending spree on technology firms this week marks the billionaire’s return to international deal-making, after he was ensnared in a corruption crackdown at home."
62,2018-08-08,Twitter Chief Executive Officer Jack Dorsey tweeted that his platform wouldn’t join other tech firms in banning parts or all of Mr. Jones’ content. His reason: He hadn’t violated Twitter policy.
63,2018-08-08,"China is shoring up its economy as it prepares for a long trade conflict with the U.S., with government data released Wednesday showing a surge in imports of resources including coal, crude oil and iron ore."
64,2018-08-08,"In one of the first demos, Magic Leap’s much-hyped One Creator Edition headset provides a look at the future of augmented reality and computer interaction."
65,2018-08-07,Would you lend $70 billion to buy a cash-needy car company?
66,2018-08-06,"Taiwan Semiconductor, which supplies chips for tech companies from Apple to Qualcomm, said it has fully eliminated an infection of its computer systems by a modified version of a virus that last year crippled hundreds of thousands of computers around the worl…"
67,2018-08-06,"Apple Inc. removes links from its podcast directory to content from controversial far-right site Infowars, thrusting the tech giant into the debate over how internet platforms should handle divisive or offensive content."
68,2018-08-06,"Apple removed links from its podcast directory to content from controversial far-right site Infowars, thrusting the tech giant into the debate over how internet platforms should handle divisive or offensive content."
69,2018-08-05,"America’s biggest companies are reporting some of the strongest earnings growth since the recession, boosted by lowered tax rates and a robust U.S. economy that is fueling demand across industries."
70,2018-08-05,"Wall Street Journal FANG Stocks Are Big, But Asia's Tech Giants Carry Even More Sway Wall Street Journal Yet even these gauges are increasingly dependent upon Asian tech names, including the U.S.-listed Chinese titans Alibaba Group Holding Ltd. and Baidu Inc.…"
71,2018-08-05,"Wall Street Journal Microsoft Surface Go Review: Small Computer, Big Compromise Wall Street Journal Every morning on the train into work, I see the same scene played over and over. People board and reach into their bags for their laptops. Then they do a dance…"
72,2018-08-03,The Journal’s weekly guide to the ups and downs of the business world.
73,2018-08-03,"By most measures, Apple is the least expensive of its giant tech peers."
74,2018-08-03,"Wall Street Journal Bigger Sales Than Apple? China's Huawei Doesn't Need the US Wall Street Journal HONG KONG—Smartphone sales are falling globally, but a Chinese tech giant whose devices most Americans can't even buy is doing a booming business, while nippin…"
75,2018-08-03,"Wall Street Journal Old-Money Billionaires Are Chasing New Tech Riches Wall Street Journal Having made their fortunes in industries that are increasingly being upended by technology, many of the world's wealthiest individuals and families are turning to ventu…"
76,2018-08-03,"Apple’s $1 trillion milestone is a harbinger for rising tech giants Amazon, Alphabet and Microsoft."
77,2018-08-03,"Short sellers taking aim at Tesla Motors are holding onto bets that the electric car maker is on borrowed time, undeterred by the stock’s biggest one-day rally in years."
78,2018-08-03,European stocks rose following declines in Asia as investors continued to assess the escalating trade tensions between the U.S. and China.
79,2018-08-03,"Apple reached a market value of $1 trillion on Thursday, propelled by the sustained success of the iPhone. WSJ's Spencer Jakab takes a look at how Apple got here. Photo: Getty Images"
80,2018-08-02,A capitalist triumph that has created wealth for millions—but can it stay on top?
81,2018-08-02,Speaker company Sonos Inc.’s stock surged 32% above its initial public offering price on Thursday in its market debut.
82,2018-08-02,Apple’s rise above $1 trillion in stock-market value has enriched billionaires and everyday investors—and one of the biggest winners is Warren Buffett.
83,2018-08-02,"When ‘there’s an app’ for everything, the contents of our wallets—cash, mementos, timeworn IDs—are giving way to slick digital replacements. Six writers consider why it’s bittersweet to say goodbye to the billfold."
84,2018-08-02,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Apple became the first US company to surpass $1 trillion in ma…"
85,2018-08-02,"The Silicon Valley giant became the first U.S.-listed company to surpass $1 trillion in stock-market value, underscoring the iPhone maker’s explosive growth and its role in fueling the rise of the technology industry to the forefront of the global economy."
86,2018-08-02,"Wall Street Journal Tech Stocks Lift S&P 500 Wall Street Journal Shares of technology companies rallied Thursday to lift the S&P 500, even as investors grappled with the Trump administration's threat to deepen its trade spat with China. Tech stocks continued …"
87,2018-08-02,"Investors are rewarding companies beating Wall Street’s earnings expectations with the largest stock-price boosts in years, helping to underpin a U.S. stock market rally that has been rattled this year by trade tensions and rising interest rates."
88,2018-08-02,"Google’s development of a censor-friendly mobile search app sent shares of China’s dominant search engine plunging, but analysts cautioned Google still faces hurdles in regaining entry to the country after a tense departure eight years ago."
89,2018-08-01,"Wall Street Journal Diverging Fortunes: High Prices Propel Apple, Sink Samsung Wall Street Journal Apple Inc. AAPL 5.46% and Samsung Electronics Co. entered the second decade of the smartphone era by betting on super-high prices for their flagship products. O…"
90,2018-08-01,"The city of Cupertino, home to Apple, backed down from a proposal for a per-employee tax on big companies, after opposition from local businesses and a direct appeal from Apple to consider alternatives."
91,2018-08-01,"Among the companies with shares expected to trade actively in Wednesday's session are Apple, Campbell Soup, Sprint, Kroger and Berkshire Hathaway."
92,2018-08-01,"Wall Street Journal Global Shares Decline as White House Considers Higher Tariffs Wall Street Journal European stocks followed Asian indexes lower Wednesday, driven down by concerns of further U.S. tariffs on Chinese goods. The Stoxx Europe 600 edged lower 0.…"
93,2018-08-01,"Wall Street Journal Asia's Tech Sector Gets Some Good News Wall Street Journal The tech slump has been exacerbated by an overall exodus of cash from emerging markets. Tencent, Alibaba and Samsung are the largest constituents in MSCI's emerging-markets index, …"
94,2018-07-31,"Leslie Moonves is a great executive, but nothing good comes from sticking around."
95,2018-07-31,"Apple delivered its best-ever revenue for the June quarter, typically its weakest period, as demand for high-price iPhones remained resilient and services like app-store sales swelled to all-time highs."
96,2018-07-31,Apple Inc.'s big buybacks are underpinning the record spree of shareholder returns in the stock market.
97,2018-07-31,"MUST READS FROM WSJ CITY The eurozone’s economy slowed further in the three months through June, as exports sputtered and business confidence weakened on worries over future relations with the currency area’s largest trading partners. Domestic pressure on Ira…"
98,2018-07-31,"Wall Street Journal Samsung's Mobile Profits Fall as Consumers Pass on Galaxy S9 Phones Wall Street Journal SEOUL— Samsung Electronics Co. may have misdialed on the $1,000 smartphone era. Fewer buyers than expected have shelled out top dollar for Samsung's ne…"
99,2018-07-31,"Chinese state media claims the U.S. technology giant isn’t doing enough to block texts and images trafficking in prohibited content including pornography, gambling and counterfeit goods."
100,2018-07-31,A sudden downdraft in tech stocks is once again illustrating the pitfalls of betting on highly-valued stocks.
101,2018-07-31,Buybacks and dividends have rewarded shareholders but probably cost the tech giant the distinction of already being the first company with 13 digits.
102,2018-07-31,Apple Inc. is scheduled to report results for its fiscal third quarter after the market closes Tuesday. Here’s what you need to know.
103,2018-07-31,"Wall Street Journal Stocks Steady After Tech Selloff Wall Street Journal The moves came after a closely watched index of tech stocks fell into correction territory on Monday, hurt by disappointing earnings reports and concerns about growth. The NYSE FANG+ Ind…"
104,2018-07-31,"Samsung Electronics Co. reported flat second-quarter net profits, as a big drop in mobile phone profits dragged down results that were again buoyed by its strength in memory chips."
105,2018-07-30,"A closely watched stock index of global technology giants tumbled into correction territory Monday, showing the fragility of investors’ bets on the popular FANG group of stocks."
106,2018-07-30,"The move is a stark turnaround for the French media conglomerate, and an attempt to cash in on a resurgence in the music business."
107,2018-07-30,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Facebook says Europe’s new privacy law, GDPR, contributed to s…"
108,2018-07-30,"Prosecutors indicted China’s former top internet regulator on charges that he took bribes and abused his power, advancing a case portrayed as a sign of President Xi Jinping’s continuing commitment to his far-reaching anticorruption campaign."
109,2018-07-30,"MUST READS FROM WSJ CITY The world is sucking up crude faster than it’s taking it out of the ground, raising the prospect of even higher oil prices in the coming years. The broad US stock market is within 2% of a new high despite big drops by some of the tech…"
110,2018-07-29,"July’s jobs report, the Fed’s policy meeting and another round of corporate earnings reports are likely to be the next catalysts for the stock market."
111,2018-07-29,Wall Street Journal Stock Market Fights Off Big Tech Stumbles Wall Street Journal The next big test for the tech sector will come Tuesday when Apple Inc. is projected to report double-digit growth in quarterly earnings and revenue. Even after adding hundreds …
112,2018-07-29,"More companies, desperate for candidates for jobs ranging from auto mechanic to e-commerce analyst, are abandoning requirements about college degrees and prior job experience."
113,2018-07-27,"Shares of Twitter and Facebook endured a surprise rout this week, as investors were rattled by signs that users are souring on the social-media stalwarts."
114,2018-07-27,"Wall Street Journal At the Expense of US Tech, a European Star Is Born Wall Street Journal American tech firms have been handy punching bags for Ms. Vestager, there is no question. Even the Economist magazine, which likes her crusade, acknowledges she is poli…"
115,2018-07-27,"For all the grime that gets on our devices, the occasional wipe down might not be enough. These glowing gadgets give them a deeper clean."
116,2018-07-27,Was it a mistake for the U.S. to allow China to join the World Trade Organization? Assessments of the 2001 deal often determine positions in today’s bitter trade debate.
117,2018-07-27,Many corporate leaders who speak out on divisive social issues forget to make a business case for their views; the Ronald Reagan model.
118,2018-07-26,"Based on mounting research, doctors are prescribing nutrient-rich foods as a recipe for better mental health. With the help of high-profile chefs, they’re doing it deliciously, too."
119,2018-07-26,"Although the homespun checked fabric is most often associated with Dorothy Gale and a bucolic past, designers are now using gingham in surprising high-end ways."
120,2018-07-26,"J.C. Penney is pivoting again, returning its focus to middle-age women as it tries to rebound from earlier missteps that drove away customers. But time is running short, analysts say."
121,2018-07-26,"The secret of success for Amazon, Google and Microsoft is how much they invest in their own technology."
122,2018-07-26,"Analysts are high on Amazon—so high, they’re largely expecting the company to surprise with an even better forecast for the year."
123,2018-07-25,"As the App Store turns 10, we revisit the Apple CEO’s 2008 interview with Nick Wingfield shortly after its launch. “There’s never been a mobile platform that’s been this powerful before,” he says. Get the full audio and transcript."
124,2018-07-25,Executive Bridget van Kralingen talks about the traits of successful leaders and building the tech giant’s blockchain startup.
125,2018-07-25,"New Jersey’s corporate tax breaks, designed to lure and keep companies in one of the country’s highest-taxed states, are sold for cash more often than they are used to lower tax bills."
126,2018-07-25,"Today in Real Time Economics, we look at who's vulnerable in escalating trade fights, President Trump's warning ahead of the EU's White House visit, how some (but not all) manufacturers are shrugging off tariffs, and why China is letting the yuan fall."
127,2018-07-25,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Deutsche Bank …"
128,2018-07-24,One of the first issues Mike Manley will likely have to address as Fiat Chrysler’s new chief executive is a lingering problem from his old job: a slow-moving redesign of the Ram 1500 truck.
129,2018-07-24,"Between playing with his gadgets and popping up in summer blockbusters, this Gloucester boy is recreating his 1970s childhood at home and on film"
130,2018-07-24,"A new generation of young chefs is turning Lyon, France’s tradition-bound second city, into a destination for creative cooking. Here’s where to start your gluttony tour."
131,2018-07-24,China has been integral to Apple’s remarkable success. But the iPhone is a Chinese export—one that could be subject to tariffs in an escalating trade dispute with the U.S.
132,2018-07-24,"Whether Qualcomm walks away with—or from—its $44 billion offer for NXP Semiconductors, the company has a lot of work ahead."
133,2018-07-23,The New York Daily News announced that it would cut its editorial staff by half as part of a major restructuring to address “significant financial challenges” the Big Apple tabloid has faced for years.
134,2018-07-23,Qualcomm is set to find out this week if its $44 billion deal to buy chip maker NXP Semiconductors will become one of the biggest casualties in the U.S.-China trade battle.
135,2018-07-23,It’s a busy time for U.S. District Judge Dana Makoto Sabraw as he engages in the biggest case of his career: the legal effort to reunite thousands of migrant parents and their children.
136,2018-07-23,"A gunman opened fire on a busy Toronto street late Sunday night, killing one person and injuring 13 others, local police said."
137,2018-07-23,"Today in Real Time Economics, we look at the Trump administration's frustration with the Fed and China, U.S. industrial policy, how manufacturers are getting squeezed by rising costs, China's tech catch-up, freezers full of meat, and why there aren't enough c…"
138,2018-07-23,"Papa John’s International Inc.’s board members voted to adopt a “poison pill” on Sunday to prevent its controversial founder from gaining a controlling interest in the pizza chain, according to people familiar with the matter."
139,2018-07-23,"A senior Pacific Investment Management Co. executive resigned on Friday after facing allegations he acted inappropriately toward a colleague, people familiar with the matter said."
140,2018-07-22,Mondelez International Inc. is recalling some Ritz crackers made with an ingredient that could have salmonella bacteria.
141,2018-07-22,"Francesco Molinari won the British Open on Sunday, closing with a bogey-free round of 69 to finish at 8 under par."
142,2018-07-22,"Wall Street Journal Apple Fixed the MacBook Keyboard, But It's Only For Pros Wall Street Journal A fast computer with a crummy keyboard is like a Les Paul with broken strings, or a Ferrari with a busted gearshift. They're no good if you can't use them right. …"
143,2018-07-22,"Wall Street Journal China Targets Apple With Push Into Advanced Smartphone Screens Wall Street Journal CHENGDU, China—China's campaign to become a global power in advanced manufacturing is playing out at a high-tech factory in the Sichuan province, where engi…"
144,2018-07-22,"Apple's expensive new laptops feature the latest ideas about keyboards. WSJ's David Pierce looked inside the newest MacBook Pro to see how it's changed, and what it might mean for your typing fingers. Photo/Video: Emily Prapuolenis/The Wall Street Journal"
145,2018-07-21,"When workers are in short supply, offering shares to rank-and-file employees can be a ‘powerful recipe for an engaged workplace’"
146,2018-07-20,"Investor inflows into exchange-traded fund pioneer State Street Corp. stalled this spring, the latest sign of slowdown in the once booming ETF industry."
147,2018-07-20,"A Southern California technology company has clinched a deal to build China’s first hyperloop, a ground-transport system that can potentially achieve supersonic speeds."
148,2018-07-20,"Growth at Amazon, Apple and Google is booming but the cost of staying competitive is rising, investors play defense, and high-end living in Miami."
149,2018-07-20,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY delivered a ra…"
150,2018-07-19,"The U.K. government raised new concerns about the use of telecommunications gear from Huawei Technologies, stepping back from previous assertions that the Chinese company’s products didn’t present a national security threat."
151,2018-07-19,"Not long ago, swaggering companies such as Uber and Airbnb swept through cities like a wrecking ball, establishing billion-dollar businesses and vast constituencies before regulators could figure out how to rein them in. That’s changing as companies cooperate…"
152,2018-07-19,Amazon is making another run at the title of world’s largest company.
153,2018-07-18,"By the time this case is over, markets will be on to the next technology."
154,2018-07-18,"When the first Android phone went on sale a decade ago, Google made a bet: Its free operating system would hook smartphone makers. Now that business model may need an upgrade."
155,2018-07-18,"Wall Street Journal Samsung Plans to Launch Foldable-Screen Phone Early Next Year Wall Street Journal SEOUL— Samsung Electronics Co. is planning to introduce a foldable-screen smartphone early next year, according to people familiar with the matter, as the wo…"
156,2018-07-17,Wall Street Journal The iPhone App Making the NBA Smarter With Artificial Intelligence Wall Street Journal There is nothing unusual about how little he knows about his own history. Almost everyone in the NBA today came of age in the final years that sports we…
157,2018-07-17,"Tech giants like Amazon, Apple and Google are delivering above-average growth, but the cost of staying competitive is rising more."
158,2018-07-17,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Top congressio…"
159,2018-07-17,"BlackRock pulled in $20 billion in new investor cash in the second quarter, its lowest haul in two years as a global trade rift made investors increasingly skittish."
160,2018-07-16,"With ‘Paranormal Activity,’ ‘Get Out’ and now ‘BlacKkKlansman,’ out this summer, Blum aims to turn low-budget films into high-margin successes."
161,2018-07-16,Albany County Sheriff Craig Apple received an inquiry from federal immigration officials asking whether the New York jail he runs could receive hundreds of asylum-seeking migrant detainees. He agreed after receiving assurance that legal help could be provided…
162,2018-07-16,"Miners have long invested in technology to protect profits, but a new force for change has recently emerged: Companies like Apple see a marketing advantage in ensuring their products are greener than before."
163,2018-07-15,Maybe the seeds of destruction already have been planted at the search giant.
164,2018-07-15,Handwriting deserves a place in our screen- and keyboard-driven lives: Here’s how to fit good old-fashioned pen and paper into our digital world.
165,2018-07-13,"A top Microsoft executive is calling for the U.S. government to regulate facial-recognition technology, an area that Apple, Google, Facebook and other rivals have made significant bets, and where Microsoft has made its own investments."
166,2018-07-13,Media companies hoping their content-making expertise would be in demand from tech magnates at the annual conference Sun Valley were likely to leave disappointed.
167,2018-07-13,The oil giant is struggling as the energy business shifts and investors look elsewhere for profits. CEO Darren Woods’s plan to make a comeback by spending more on fossil-fuel projects has so far proved unpopular.
168,2018-07-13,"Among the companies with shares expected to trade actively in Friday's session are JPMorgan, Wells Fargo, Citigroup, Johnson & Johnson, AT&T and McDonald's."
169,2018-07-13,Apple Pushes Renewable Energy
170,2018-07-13,"Tech giant extends commitment to China amid trade tensionsApple Inc. said it would launch a $300 million clean-energy fund for China with 10 of its suppliers, extending the U.S. tech giant’s commitment to China at a time of mounting trade tension between its …"
171,2018-07-12,Tiny microphones are moving us toward a world in which all gadgets can respond to a voice command. For those worried about privacy: meet a $200 trash can.
172,2018-07-12,It might look like Subaru is cashing in on the three-row SUV trend with its biggest vehicle to date. But Dan Neil explains why the new Ascent is the best of the bunch.
173,2018-07-10,"Senior lawmakers requested answers from Google parent Alphabet about its privacy questions surrounding Gmail, the company’s popular email service."
174,2018-07-10,"Wall Street Journal Apple Hands Siri Responsibilities to Executive Poached From Google Wall Street Journal Apple Inc. is handing oversight of its Siri team to new artificial-intelligence chief John Giannandrea three months after hiring him from rival Google, …"
175,2018-07-10,"The software giant accounted for less than 2% of tablet sales in 2017, but its devices still play a worthwhile role."
176,2018-07-10,"The battle in Washington is already under way over President Trump's Supreme Court nominee, and the president is on his way to Europe where another battle is heating up over the future of NATO."
177,2018-07-10,"CNET Alexa: Don't Let My 2-Year-Old Talk to You That Way Wall Street Journal Parents, your child may have a new secret friend: your smart speaker. Drawn by the devices' voice-activated interfaces and warm, playful tone, children as young as 1 are interacting …"
178,2018-07-10,"Among the companies with shares expected to trade actively in Tuesday's session are Microsoft, PepsiCo, Amazon.com, Walmart, Walt Disney and eBay."
179,2018-07-10,"The retail behemoth’s foray into the Big Apple will be an ecommerce fulfillment center in the Bronx leased by Jet.com, the online startup Walmart bought two years ago."
180,2018-07-10,"The higher the price goes in the bidding for 21st Century Fox’s assets, the less room there is for error in managing and extracting value from the assets."
181,2018-07-10,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Martin Sorrell…"
182,2018-07-10,"Microsoft is cutting prices on its Surface devices, introducing a $399 tablet to compete with Apple’s least-expensive iPads."
183,2018-07-10,"Microsoft Corp. is cutting prices on its Surface devices, introducing a $399 tablet to compete with Apple Inc.’s least-expensive iPads."
184,2018-07-09,"House lawmakers sent letters Monday to the CEOs of Apple and Google parent Alphabet, seeking information about how they handle smartphone users’ personal data such as location information."
185,2018-07-09,"What’s the point of wearing a watch when you’ve got a phone glued to your palm? For some, it’s all in the looks."
186,2018-07-09,"As more men do the household food shopping, grocery stores roll out guy-friendly amenities and rewards like beer dens, butchery classes, gasoline discounts and dad-humor signage."
187,2018-07-09,"Speaker maker’s Amazon partnership helped boost sales, but profits still need to recover."
188,2018-07-09,"Wall Street Journal Japan's Disastrous Rain, Mudslides Kill More Than a Hundred Wall Street Journal TOKYO—More than a hundred people have died and scores are missing in western Japan as record rainfall in recent days triggered landslides and floods that sever…"
189,2018-07-08,"The classic tomato-juice cocktail has become over-the-top performance art, garnished with sliders, chickens, doughnuts. ‘You look at it and you say, “How do I attack this?” ’"
190,2018-07-08,"Voice chat might be the future of communication, as companies"
191,2018-07-07,"With their blurring of genres and eagerness to defy gender norms, women like Grimes, Kali Uchis, Billie Eilish and U.S. Girls are changing the music industry."
192,2018-07-06,Wireless-speaker company Sonos reveals new financial information as it sets to start trading as soon as this month.
