,Date,Snippet
79,20180822,"A scorching hot, dry summer has ended five years of plenty in  many wheat producing countries and drawn down the reserves of major exporters to their lowest level since 2007/08, when low grain stocks contributed to food riots across Africa and Asi..."
80,20180821,"Since the Whole Foods sale a year ago, traditional grocers have agreed to a variety of deals and partnerships. The latest investment is a Japanese chain’s $110 million stake in Boxed."
81,20180821,Russian potash producer Uralkali has questioned the process behind the sale of the Force India Formula One team after losing out in a battle between billionaire fathers of young racing drivers.
82,20180821,"The benchmark S&amp;P 500 touched a record high on Tuesday and equaled its longest-ever bull-market run, buoyed by strong earnings reports in the consumer sector and relative calm in the trade dispute between the United States and China."
83,20180821,Kohl's breezed past Wall Street's second-quarter profit and revenue expectations and raised its profit outlook for the year.
84,20180821,"Rules governing Norway's $1 trillion wealth fund would allow it to stay on as an investor in Tesla if the electric carmaker goes private, its deputy CEO said on Tuesday."
85,20180821,Denmark said on Tuesday it is targeting U.S. and British companies and individuals as it expands a global campaign to recoup billions of crowns it alleges were paid out in fraudulent tax refunds between 2012 and 2015.
86,20180821,"U.S. President Donald Trump said on Monday he was ""not thrilled"" with the Federal Reserve under his own appointee, Chairman Jerome Powell, for raising interest rates and said the U.S. central bank should do more to help him to boost the economy."
87,20180821,Here’s what you need to know to start your day.
88,20180821,Britain's top share index retreated on Tuesday as investors as  a weak U.S. dollar weighed on multinational stocks and results from BHP Billiton disappointed.
89,20180821,"New York-based Wahed Invest has launched an automated investment service in Britain to tap into Muslim investors seeking religiously permissible investments, the sharia compliant robo-advisor said on Monday."
90,20180820,Why settle for nine-and-a-half years when you can do an even 10 or better? That&#8217;s the thinking of a lot of investors measuring whether a historically long run in U.S. stocks still has legs.
91,20180820,"Thyssenkrupp should come up with a candidate for the vacant post of chairman by no later than September, two investor sources said, concerned that a lengthy search might further delay restructuring efforts at the German conglomerate."
92,20180820,Tesla Inc shares fell nearly 4 percent on Monday as a $113 cut in JPMorgan Chase's price target for the electric carmaker added to growing doubts among market players about a plan to take the company private. 
93,20180820,"Wall Street's major indexes rose on Monday on optimism over trade talks between the United States and China, though they fell from session highs after President Donald Trump criticized the Federal Reserve's raising interest rates."
94,20180820,"Online fashion retailer Farfetch &lt;IPO-FAR.L&gt; aims to float on the New York Stock Exchange by the end of the year, the London-based company said on Monday, seeking to capitalise on rapid growth in luxury sales on the web. "
95,20180820,Italian Deputy Prime Minister Matteo Salvini said on Monday the government will stand up any against market attacks or debt downgrades that may come its way.
96,20180820,"Tesla shares dropped after the company founder’s emotional interview with The New York Times. Investors, and Arianna Huffington, are concerned."
97,20180820,"PepsiCo bought carbonated drink maker SodaStream for $3.2 billion on Monday, a move the beverage giant hopes will further help it adjust as consumers drink less traditional soda and opt more for flavored waters and other drinks."
98,20180820,The bull market in U.S. stocks is about to become the longest in history.
99,20180820,"New York-based Wahed Invest has launched an automated investment service in Britain to tap into Muslim investors seeking religiously permissible investments, the sharia compliant robo-advisor said on Monday."
100,20180817,The Tesla chief told The New York Times that working nonstop to turn the company around is taking its toll on him. His directors agree.
101,20180817,"The Tesla chief executive addressed a wide range of issues, including the search for a chief operating officer and his tweet that sent the company’s shares soaring."
102,20180817,Here’s what you need to know to start your day.
103,20180817,"Copper’s broad use in cyclical industries means if demand for the metal starts to fall off, then industrial economies may start to slow."
104,20180817,"After setting off a furor that unsettled the markets and his own board, the Tesla chief talks about the pressure he is under and his struggle to cope."
105,20180816,Here’s what you need to know to start your day.
106,20180816,"No central authority tracks or enforces maintenance of Italy’s aging transportation network — and that is a big problem, experts say."
107,20180816,"At Battery Dance Festival, a program devoted to the northern Indian form kathak, whose solo practitioners are expert calculators of numbers and time."
108,20180816,Let me answer the question many are thinking: Is he crazy? 
109,20180816,"The retailer’s push into food, with initiatives to encourage people to buy food online, helped propel a crucial measure of sales to its largest increase in a decade."
110,20180813,"In past decades, plunges in emerging-market currencies have ignited broader crises. Turkey’s lira is crashing, and that has financial markets on edge."
111,20180813,"The end-of-summer sprint to eat as many ripe tomatoes and corn, peaches and blackberries as possible is just beginning."
112,20180813,The chief executive is said to have written his Twitter post last week in haste. But he said Monday he had Saudi financial backing for a buyout plan.
113,20180813,"The Turkish lira continues to slide, and that’s starting to affect markets and currencies around the world."
114,20180813,"The country’s economic crisis has been caused by soaring inflation, economic mismanagement by the Turkish government and tensions with the United States."
115,20180812,"Which should surprise no one, including the G.O.P who sold it."
116,20180812,"Sales are falling and critics say the company lacks a direction, sometimes seeming to give priority to sales of gifts and tchotchkes over books."
117,20180812,Here’s what you need to know to start your day.
118,20180812,All of the weddings right here on one handy page for you.
119,20180812,"The couple met in Newport, R.I., in the summer of 2013. He was there for a regatta, and she was visiting her parents."
120,20180809,"Penny Smallacombe, head of the Indigenous Department at Screen Australia, shares her picks in this week’s Australia Letter."
121,20180808,Banks including Citigroup and Goldman Sachs are looking at ways to structure transactions for Tesla that would remove the automaker from the public markets.
122,20180808,"President Trump and his chaotic, controversy-laden tenure are at least partly responsible for creating a toxic political climate for the Republican candidates he is trying to save."
123,20180808,"Hours after the indictment was announced, the Cook Political Report moved the seat from a “solid” to “likely” Republican."
124,20180808,Here’s what you need to know to start your day.
125,20180808,"The distance between them has narrowed in middle age, and as they go into this week’s P.G.A. Championship, the pair may have more in common than anyone could have imagined."
126,20180808,Readers discuss personal experience and the coming demographic changes. 
127,20180808,We have made some updates to nytimes.com. 
128,20180808,Just a little wave of disgust among Republican moderates is all that is needed to turn several key states from red to blue. 
129,20180808,Mr. Musk’s statement that he had “funding secured” for a possible $70 billion buyout could get scrutiny from securities regulators and plaintiffs’ lawyers.
130,20180806,Here’s what you need to know to start your day.
131,20180806,"As the HBO drama closes its first season, Mr. Strong discusses getting in the ring with Brian Cox and how Kendall is like Michael Corleone."
132,20180805,"If they’re worried about what’s driving the growing appeal of socialism, they need to look in the mirror."
133,20180805,"Nucor and United States Steel have exercised veto power, so far without fail, over other companies, forcing them to buy their products instead of steel from abroad."
134,20180804,Twitter rewards us for our mistakes. It isn’t designed to let us grow up.
135,20180804,"Since the 1970s, the market has changed radically. It has fewer companies, and just 200 account for all of the profit in the entire stock market."
136,20180804,"Hot weather has touched all of the continent, but it has had the most impact in northern countries, unaccustomed to sustained heat, suggesting that hard years lie ahead."
137,20180804,"Mr. Khan has promised to improve the country’s economic fortunes, but Pakistan is torn between two financial powers: China and the International Monetary Fund."
138,20180803,"CBS should realize that workplace harassers can lead to high turnover, poor productivity and a poisoned workplace culture."
139,20180803,A closer look at the S.&P. 500 suggests that trade tensions are holding investors back.
140,20180801,"The flooding from a failed dam in Laos soon moved into neighboring Cambodia, upending life for impoverished farmers there with little hope of help."
141,20180731,"The team’s front-office-by-committee will be blamed by some for the team’s inaction at the trade deadline, but the team says it’s not their fault."
142,20180731,"It has been a bruising time for the music trade publication, involving allegations of editorial interference and inappropriate behavior for top executives."
143,20180731,The Treasury secretary floats a plan to hand $100 billion in capital gains tax savings to his moneyed friends. It’s almost certainly illegal. 
144,20180731,"Profits rose by nearly a third in the latest quarter, Apple said, news that could soon make the tech giant the first public company worth more than $1 trillion."
145,20180731,"The subscription-based movie ticket service has been on a roller-coaster ride since 2011, and the end feels near. Here’s what happened."
146,20180731,Here’s what you need to know to start your day.
147,20180731,"A proposed ordinance would ban employee cafeterias in new construction, encouraging tech workers to leave the office to buy their meals."
148,20180731,"Just as Ronald Reagan once pushed for abolishing nuclear weapons, President Trump should call for ending tariffs. "
149,20180731,A recent City of Austin report identifying sites that honor Confederates also highlighted that the city itself was named for a man who fought efforts to abolish slavery.
150,20180728,Don’t argue with 4.1 percent growth.
151,20180727,"Local officials seem resigned to the fact that they will receive little or no help from the Trump administration, whose main policy response has been a plan to increase some rents."
152,20180727,The performance of social media companies depends on avoiding scandals and protecting users. Will investors come to see that?
153,20180727,"Tedra Cobb, the Democratic nominee, takes on Elise Stefanik, the Republican House incumbent, in a North Country contest focused on rural voters’ concerns."
154,20180727,"A growing chorus, including the Trump administration, is calling for a rethinking of after-the-fact drug discounts that some say contribute to rising prices."
155,20180727,"The monthlong heat wave has broken records, spawned wildfires and transportation delays, and has shown that the country is not prepared to cope with this weather."
156,20180727,Something looms in the background of our spectacular summer. Time to bring it into the light.
157,20180727,"Overseas regulators must still approve the deal, but the votes brought to a close a six-month battle waged across two continents by Disney and Comcast for supremacy in the media business."
158,20180727,"The visionary director Yuval Sharon, whose “Lohengrin” opened the Bayreuth Festival this week, is on a mission to redefine opera in the United States."
159,20180727,"The new tax law was supposed to mobilize Republican voters and help the party keep the House, but that is not how it is playing out on the campaign trail."
160,20180726,"Thursday: Residents are forced to evacuate, Facebook loses more than $120 billion in market value, and a hooded figure takes hold of the Golden Gate Bridge in a viral video."
161,20180726,My tenure as a reporter and editor (so far) has spanned seven New York City mayors.
162,20180726,The social networking giant’s growth seemed impervious to negative news. That changed with its latest earnings report.
163,20180726,Second-quarter earnings are providing investors with some evidence that Mr. Trump’s tariffs are harming corporate profits.
164,20180726,Here’s what you need to know to start your day.
165,20180726,The belief that stand-ups might be able to change the world is so 2016. But dumping on the power of comedy now ignores what the art form has become.
166,20180726,Here’s what you need to know to start your day.
167,20180726,"Fairfax Media and Nine announced plans to merge under the Nine name, which would make it one of Australia’s largest media groups."
168,20180725,"China is getting richer, and its economy is going higher-end. But the online bazaar Pinduoduo has found that plenty of people still love cheap stuff."
169,20180725,"The social network said that advertising and user growth slowed in the second quarter, and that efforts to improve privacy would stunt profits further. Its stock price tumbled."
170,20180723,Here’s what you need to know to start your day.
171,20180723,The Metropolitan Transportation Authority began its roughly $800 million subway rescue plan last July. But the system remains plagued by delays.
172,20180723,"The Chinese drug producer Changchun Changsheng was found to have violated standards in making at least 250,000 doses to protect from diphtheria, tetanus and whooping cough."
173,20180723,It’s as simple as reframing how you think about your money.
174,20180722,"The carmaker already faced difficulties, including a reliance on the Jeep and Ram divisions and a limited presence in China, before it was forced to replace its chief executive, Sergio Marchionne."
175,20180722,A small storefront in Manhattan houses a very deep knowledge of a very narrow subject: books about food.
176,20180722,A legal loophole allows major banks to avoid telling American authorities about certain trading in financial instruments known as derivatives.
177,20180721,"For families whose children harbor racing aspirations, quarter-midget tracks offer one of the earliest possible introductions to motor sports — leading some children to race before they can read."
178,20180720,Corporate earnings are the strongest they have been since the financial crisis. So why aren’t stocks higher?
179,20180720,"The tourist boat, carrying 31 people, sank in a storm that hit with shocking ferocity, raising new concerns about the safety of duck boats."
180,20180718,"The City Council voted unanimously to significantly regulate Airbnb and its peers, taking aim at landlords renting apartments a few nights at a time."
181,20180718,European officials have fined Google a record $5.1 billion. History suggests the company’s share price won’t be affected.
182,20180718,Here’s what you need to know to start your day.
183,20180718,"Unemployment is remarkably low. Yet in the struggle between labor and companies, workers are losing, and that keeps their pay stagnant."
184,20180718,The tech billionaire had faced mounting criticism from investors for calling the British diver a pedophile after the man criticized Mr. Musk’s submarine.
185,20180718,"The move comes as drug companies scramble to show they are responding to criticism about their rising prices, including from President Trump."
186,20180718,"European officials hit the internet giant with the record penalty for abusing its power in the smartphone market, the region’s latest move to rein in the clout of tech companies."
187,20180718,"David Solomon will officially take over from Lloyd Blankfein later this year, but the changes he makes at the helm of the firm will be subtle."
188,20180718,"The Met Breuer’s exhibition showcases frank portrayals of female nudity from Klimt, Schiele and Picasso, all from the gift of a recluse who collected their artworks."
189,20180718,Here’s what you need to know to start your day.
190,20180716,"Long awash in money, the country’s start-up scene has seen an unprecedented downturn. That could be a bad sign for the rest of the Chinese economy."
191,20180716,"France might be the big winner of the World Cup, but several teams and players can walk away with a smile. Others aren’t smiling so much."
192,20180716,Tennessee’s Marsha Blackburn wants to ride the president’s coattails to the Senate. But will her plan backfire?
193,20180716,President Trump has singled out Europe as a trade foe. Some people worry that President Vladimir Putin of Russia might exploit that tension.
194,20180716,Here’s what you need to know to start your day.
195,20180716,"Bryce, Zion, Arches, Canyonlands, even Capitol Reef, get all the attention. But Great Basin National Park gets something arguably better: anonymity. "
196,20180716,"A comparison between the 1980 Summer Olympics and this year’s World Cup is not perfect, but there are parallels to study."
197,20180716,"Omurice, a beloved staple of Japanese home cooking, is a linguistic and literal mash-up of omelet and rice. A plain omelet cloaks ketchup-flavored fried rice, often called “chicken rice” even when it's made with ham or bacon, or no meat at all. It..."
198,20180716,"A 6.7 percent expansion rate comes amid signs that Beijing’s efforts to tame debt, the trade dispute with the U.S. and other problems are taking a toll."
199,20180715,"Uncertainty around trade poses a threat to economic growth, and we should not underestimate the risks."
200,20180711,John Schnatter had already stepped down as C.E.O. of Papa John’s in December after he criticized the N. F. L’s handling of protests by football players.
201,20180711,"China rapidly increased purchases of American soybeans and crude oil before tariffs went into effect, temporarily boosting economic growth."
202,20180711,"Even if no breakaway star emerged, there was plenty to admire about the grit of independents. "
203,20180711,"Investors’ enthusiasm has been waning as threats to the global trading system have flared, and the mood could darken quickly if the trade fights intensify."
204,20180711,"The average debt load is flattening out, a new analysis of federal loan data shows, but college isn’t getting cheaper. Many students are hitting their borrowing cap, and parents are filling the gap."
205,20180711,How we got from Ivory’s “99.44 percent pure” to charcoal bars for the 1 percent.
206,20180711,"Twitter will begin removing tens of millions of suspicious accounts from follower numbers, signaling a major new effort to fight fraud and restore trust on the platform."
207,20180711,Here’s what you need to know to start your day.
208,20180711,Practical suggestions for women dealing with the surprising things that happen to their bodies in the first months after childbirth.
209,20180711,You don’t even need that special crafting gene or superhuman dexterity.
210,20180709,"Those barbecued racks seen in storefronts — salty-sweet, charred and thrillingly red — are easy to replicate at home with a simple marinade and a low oven. "
211,20180709,The smartphone maker disappointed investors in its first day of trading. Other Chinese tech giants have reason to believe that they could fare better.
212,20180709,"One of the last products of the studio system, Mr. Hunter made an unlikely comeback in 1981 in the quirky and very un-Hollywood “Polyester.”"
213,20180709,The Trump administration made economic threats against Ecuador to stop it proposing an international measure encouraging breast-feeding.
214,20180709,"The venture firm, which plans to announce $1.65 billion in new funds, is hoping to use the money for new investments in Europe and Silicon Valley."
215,20180709,Here’s what you need to know to start your day.
216,20180709,"After five decades of war, it is possible to experience some of South America’s most compelling archaeological finds — and much more. But that doesn’t mean they are easy to get to."
217,20180709,Investors were skeptical over the smartphone maker’s plans. Bigger offerings in coming months could show whether broader concerns were also a factor.
218,20180708,"Mr. Sorrell, who reigned at the advertising conglomerate for more than three decades before being pushed out, has created a new company and is bidding against WPP for a Dutch marketing firm."
219,20180708,Here’s what you need to know to start your day.
220,20180705,"New stores, fresh designs and renewed appreciation for an ’80s club mainstay."
221,20180705,Deal-making look set to break records in 2018. History tells us to be cautious about what comes next.
222,20180705,"Chicken thighs, bathed in a broth spiked with spicy, earthy harissa, are at the heart of this quick, flavorful weeknight dinner. Here, the chicken fat is smartly used to sauté shallots until just softened. (They're finished off with the chicken, m..."
223,20180705,"In this quick and comforting one-pot, stove-top meal, chicken thighs are browned, then simmered with sturdy greens. When they're in season, pleasantly bitter dandelion greens are lovely here. But any structured greens with a tendency to wilt when ..."
224,20180704,"The top U.N. human rights official cried shame during a heated debate over the plight of 700,000 Rohingya who have fled to Bangladesh and are stuck in overcrowded camps."
225,20180704,Countries known for rain and greenery are seeing parched fields and looming water restrictions. Farmers are struggling to keep livestock and crops alive.
226,20180704,"For Nellie Bowles, who writes about tech culture for The Times, the most crucial tech tool for doing work isn’t portable. But it keeps her on her toes."
227,20180704,Many tech workers are forcing their employers to reconsider how their products are being used by the federal government. When will that activism begin at Twitter?
228,20180704,"It’s one of the biggest chunks of money a bridesmaid will have to budget for after being given the, um, honor of being in the wedding."
229,20180704,"John Galliano defines millennial couture, while Giorgio Armani looks back and doesn’t entirely move forward."
230,20180630,"The trade war is going great, say trade warriors."
231,20180630,"The groom got off to a shaky start with the bride while both art history students at Yale, but he soon revealed his better side."
232,20180630,"Families of four in San Francisco, San Mateo and Marin Counties can earn up to $117,400 and still qualify as low-income — the nation’s highest threshold of its kind."
233,20180630,"At a New Jersey store, the shelves were mostly bare, save for a scattering of stuffed animals and tween jewelry. But many longtime employees stayed, out of pride or necessity."
234,20180630,"A series of strategic shifts in the boardrooms and back rooms of the world’s biggest luxury groups — LVMH, Kering and Richemont — has been underway in recent months. "
235,20180629,"As Arron Banks spent millions on Brexit, meetings at the Russian Embassy opened opportunities in gold and diamonds. Critics see American parallels."
236,20180629,Some of the biggest lenders are paying out more than 100 percent of their expected profits.
237,20180629,"Driven by the needs of the financial industry, researchers are working on ways to manage vast computer systems down to 100 billionths of a second."
238,20180629,Lower supplies of the gas mean that beer loses its fizz and some meat can’t be packaged. That could affect the supply of some staples of British summers.
239,20180629,The Fed’s tests of the big banks produced some clear winners and losers. Deutsche Bank fared worst.
240,20180627,"President Trump has chosen a more moderate approach to limit Chinese investments in the United States, backing an expansion of existing government tools to protect national security."
241,20180627,Here’s what you need to know to start your day.
242,20180627,"One-year leases on rent-stabilized units can climb 1.5 percent, and two-year leases can increase 2.5 percent, the Rent Guidelines Board decided in a 5-to-4 vote on Tuesday night."
243,20180626,"In theory, the strong economy gives the United States an edge in trade battles. But how many American firms can power through such hostilities?"
244,20180626,Proposed legislation would require the online housing giant to release addresses and the names of hosts to stop what critics call illegal hotels.
245,20180626,"The activist investor’s firm, Trian, has pushed the conglomerate for change over nearly three years."
246,20180626,Here’s what you need to know to start your day.
247,20180626,"Amid buzz and chatter of novelty, the shows that made clothes, not news. "
248,20180626,"Dawn Ostroff, who had been president of Condé Nast Entertainment, the publisher’s video studio, will join Spotify in August and be responsible for its content and editorial divisions."
249,20180626,"The move comes as General Electric’s chief executive, John Flannery, focuses the company on its aviation, power and renewable energy activities."
250,20180622,Here’s what you need to know to start your day.
251,20180621,"Under the agreement, Beijing Kaiwen Education Technology would buy the renowned but struggling music school for $40 million. The deal, however, faces legal challenges."
252,20180621,Our guide to new art shows and some that will be closing soon.
253,20180621,Here’s what you need to know to start your day.
254,20180621,"Known for a limited menu, the fast casual chain will begin offering five new food items that will challenge the chain’s reputation for efficiency."
255,20180621,The conviction and sentencing of the former C.E.O. of Anglo Irish Bank adds one more member to an exclusive but disgraced list.
256,20180621,The Supreme Court’s decision to expand states’ ability to tax e-commerce sales hurt many online sellers. Except for the big one.
