,Date,Description
32,2018-08-27,Papa John’s stock has been hammered by remarks from founder John Schnatter. But the pizza chain’s efforts to distance itself from him should stabilize the business.
33,2018-08-27,The People’s Bank of China has reintroduced a mechanism called the countercyclical factor to guide the value of the yuan—which could be good news for global markets.
34,2018-08-26,"As his team hustled to put form to his idea, lining up investors willing to put up tens of billions of dollars. Mr. Musk was having second thoughts."
35,2018-08-26,Streaming service is so far ahead of the competition and knows how to please its customers so well that it will be very hard to dislodge.
36,2018-08-26,"Wall Street Journal Global Tech Rally Fractures as Investors Cool on Chinese Firms Wall Street Journal Some investors are asking whether a pullback in China's tech firms may presage a similar one in the U.S., and if so which stocks might lead the market highe…"
37,2018-08-26,"A proliferation of beverages that don’t fit within traditional drink categories is creating a headache for retailers, confusion for shoppers and a challenge for manufacturers that are trying to keep pace with changing consumer tastes."
38,2018-08-26,Following trends in financial markets was once one of the most profitable investment strategies around. Now the approach is being battered as cheap replica funds crowd into the space.
39,2018-08-25,"Parents are scrambling to find pharmacies carrying EpiPens for the new school year, as regulators and manufacturers move to address a continuing shortage of the lifesaving devices."
40,2018-08-24,"And why despite his preachments to the contrary, Tesla needs to raise fresh capital."
41,2018-08-24,The Journal's weekly guide to the ups and downs of the business world.
42,2018-08-24,The economic costs of a potential Pelosi-Schumer victory.
43,2018-08-24,"The rise of “intangible capital” such as software, patents, intellectual property and innovative business processes explains much of the weakness in private capital investment since 2000, according to new research presented at the Jackson Hole economic sympos…"
44,2018-08-24,"Once hailed for her resistance in a Russian court, the Ukrainian now stands accused of plotting a coup. Her saga shows how this troubled country has become a political hall of mirrors, rife with suspicion, paranoia and uncertainty."
45,2018-08-24,"Across swaths of South America, sympathy is giving way to resentment over the 2.3 million Venezuelans the U.N. estimates have fled to neighboring countries since 2014. We look at one Brazilian town along the border—the sole road crossing between the two natio…"
46,2018-08-24,Oil and gas pipeline operator Enbridge has agreed to buy the rest of Spectra Energy Partners for about $3.3 billion in stock.
47,2018-08-24,Papa John’s is mandating diversity training for its staff as founder John Schnatter pushes to regain control of the pizza company that executives say was destabilized by his divisive behavior.
48,2018-08-24,"At the start of 2016, the stock market was tumbling. Shares of Tesla were down and shares of Elon Musk’s other public company, SolarCity, were down even more. His solutions—hyping the Model 3 and merging SolarCity into Tesla—have pressured the car maker."
49,2018-08-24,"To stick with Alibaba, investors need faith that Executive Chairman Jack Ma can pull off a move away from the core e-commerce business."
50,2018-08-23,Concerns about slowing growth of printing supplies offsets strong PC sales for tech giant.
51,2018-08-23,Big companies need to disclose more about their investments.
52,2018-08-23,"How exactly did Michael Cohen, President Trump’s former personal lawyer, break the law, and who else could be at legal peril?"
53,2018-08-23,"Hurricane Lane unleashed torrential rain on Hawaii Thursday, raising the threat of flash floods and landslides."
54,2018-08-23,Wall Street Journal Investors Needn't Fear Trump Impeachment Wall Street Journal Assigning credit or blame to the man in the White House for the stock market's performance is an unwinnable argument. Guessing what would happen if he were to unexpectedly leave …
55,2018-08-23,"Honeywell International is moving ahead with plans to break up the company, with spinoffs Resideo Technologies and Garrett Motion filing registration documents with the SEC.."
56,2018-08-23,"The formal discussion at this week’s Fed retreat with global central bankers will be about the impact of monopolies, but new economic uncertainties are sure to dominate chats over cocktails and mountain hikes."
57,2018-08-23,"Hormel Foods, the owner of Jennie-O, Skippy, and Spam brands, cut its sales outlook as the food company faces increasing supplies of meat products and pressure from tariffs levied by major importing countries."
58,2018-08-23,"Chinese e-commerce titan Alibaba said fiscal first-quarter earnings fell 41%, driven by a one-off stock compensation charge from the revaluation of its financial-services affiliate."
59,2018-08-23,"Saudi Arabia said it remained committed to publicly listing Aramco, its national oil company, at some point in the future, dismissing reports that the centerpiece of the country’s economic transformation had been canceled."
60,2018-08-23,"The world’s second-largest fashion chain by sales has fallen behind as consumers have moved online. Despite a big decline, the stock hasn’t priced in the new reality."
61,2018-08-23,"Wall Street Journal China, US Fire Off New Tariffs in Middle of Trade Talks Wall Street Journal BEIJING—China and the U.S. launched a fresh round of tariffs on $16 billion in each other's goods, even as officials from both governments sat down for negotiation…"
62,2018-08-22,Regular corporate earnings reports enhance accountability.
63,2018-08-22,"Yulong Eco-Materials, a Chinese producer of fly-ash bricks, said it has agreed to acquire the carved gem for $50 million in restricted stock, with plans to display it after over a decade out of public view."
64,2018-08-22,"The CEO of the only U.S. options clearinghouse is clashing with traders, leaving his vision for the OCC mired in uncertainty."
65,2018-08-22,The state closed schools and some government offices as it prepared for a hurricane with sustained winds of 155 miles an hour.
66,2018-08-22,"MUST READS FROM WSJ CITY President Trump attacked Michael Cohen’s legal abilities, the morning after his former lawyer implicated him in a federal crime as he pleaded guilty to campaign-finance violations, among other charges. Of all the characters who floate…"
67,2018-08-22,More employers are handing out new job titles with extra responsibility but no bump in salary. Here’s how to respond to that kind of offer.
68,2018-08-22,"Chinese smartphone maker Xiaomi swung to a profit in the second quarter as smartphone sales rose sharply, but the results were weighed down by a big bonus payment for its chief executive."
69,2018-08-22,U.S. buyout firm KKR & Co. is in talks to acquire Fiat Chrysler Automobiles’ global auto parts business Magneti Marelli.
70,2018-08-22,"U.S. consumers are saving more money than expected, green bonds are facing a credibility problem and luxury apartment sales are down in New York City."
71,2018-08-22,Stocks in Europe and U.S. futures edged lower a day after the S&P 500 closed within 10 points of notching a record high.
72,2018-08-22,"Wall Street Journal Uber's CFO Pick Gives Strength to Executive Team Ahead of IPO Wall Street Journal Uber Technologies Inc. picked a finance chief who is well-versed in the IPO process, strengthening and stabilizing the company's executive team as it prepare…"
73,2018-08-21,"In an era when venture-capital firms are raising megafunds in the billions of dollars, Benchmark Capital—one of the best-performing investors—is resisting the temptation to go big."
74,2018-08-21,"Bionano Genomics has gone public in an unusual move for a venture-backed biotech research instrument company, making its Nasdaq debut Tuesday."
75,2018-08-21,"Nearly two years after Coty paid $12 billion to acquire Procter & Gamble’s beauty business, the deal remains a drag on the struggling beauty giant. Weak performance of former P&G brands, including names like CoverGirl makeup and Clairol hair dye, drove down s…"
76,2018-08-21,Federal Reserve Bank of Dallas President Robert Kaplan said in an essay published Tuesday that he would like the central bank to press forward with rate increases amid a very strong job market.
77,2018-08-21,"Ride-hailing giant Uber named Nelson Chai as its first chief financial officer in more than three years, tapping a veteran banking and insurance executive as next year’s planned IPO looms."
78,2018-08-21,"Food company Smucker has made smart moves to adjust its portfolio, but without boosting its core brands the stock will keep struggling."
79,2018-08-21,"Sen. Elizabeth Warren, in the latest move positioning herself for a 2020 presidential campaign, on Tuesday proposed sweeping new ethics restrictions for federal officials."
80,2018-08-21,"Shares of airline operators are no longer in free fall, getting a boost as company projections for the number of passenger seats that are offered have come down."
81,2018-08-21,Kohl’s posted improved sales results during the second quarter amid a wave of robust consumer spending that has buoyed many retailers.
82,2018-08-21,"The rise of private markets has sparked a secular decline in public listings, investors are desperate for income and one woman has a plan for Wall Street to help cure blindness."
83,2018-08-21,"U.S. Stocks Poised to Enter Longest-Ever Bull Market U.S. stocks are on the verge of surpassing their longest-running rally, ratifying a market rebound that began in the ashes of the financial crisis and defying those who have questioned its staying power. We…"
84,2018-08-21,Global stocks inched higher and the dollar fell as investors parsed the latest signals in the trade spat between the U.S. and China and President Trump’s comments about the Federal Reserve.
85,2018-08-21,"After a shaky few years the world’s biggest miner is back on track, with profits up and dividends surging."
86,2018-08-20,Trump misses the point in suggesting semiannual reporting.
87,2018-08-20,"One of the largest retail brokerage firms, Interactive Brokers agreed to pay a $5.5 million penalty for violations related to “naked” short selling."
88,2018-08-20,Tesla’s tumultuous year has fueled concern among some of its suppliers about the auto maker’s financial strength after production of the Model 3 car drained some of its cash.
89,2018-08-20,"Online luxury retailer Farfetch filed plans for an initial public offering, looking to seize on investor optimism about the surge in high-end goods sold over the internet."
90,2018-08-20,"Trump’s addiction to controversy draws attention away from positive developments, such as the economy and a generic version of the EpiPen."
91,2018-08-20,"The reason to buy shares in Abbott Labs is simple:The company is growing its top line faster than just about any health-care company of comparable size and since it doesn’t sell pharmaceuticals in the U.S., it is relatively insulated from regulatory risk."
92,2018-08-20,"Luxury Apartment Sales Plummet in New York City Sales of the most expensive New York apartments fell sharply in the first half of the year, but many sellers have adjusted by cutting asking prices to make deals, brokers said. “This is simply a market that is a…"
93,2018-08-20,"PepsiCo has agreed to buy home-carbonation company SodaStream for $3.2 billion, the latest move by the cola giant to diversify away from sugary sodas and salty snacks."
94,2018-08-20,"The exodus of Venezuelans gained pace as the government’s plans to address the collapsing economy fueled anxiety, while tensions grew in neighboring countries that have strained to absorb refugees."
95,2018-08-19,"Shares of companies like Amazon.com, Netflix and Salesforce.com have surged this year, driving the stock market higher but also pushing valuations to what some investors consider worrisome levels."
96,2018-08-18,Karen Petrou spent years trying to hide her blindness. Now she has come up with a plan to get private investors to bankroll a cure.
97,2018-08-18,"American households are saving more than previously estimated, a sign that consumers are better positioned to weather the next economic downturn."
98,2018-08-18,"For the cost of a plane ticket to Florida, a five-minute dining caper."
99,2018-08-18,"When Brian Moynihan took on the CEO job at Bank of America in 2010, the bank’s very existence seemed uncertain. After almost nine years in the role, he has lifted its stock price and earned the praise of Warren Buffett."
100,2018-08-18,XPO Logistics has halted operations at two distribution centers as the U.K. chain cancels orders while big brands are owed millions.
101,2018-08-18,"There isn’t much evidence that suggests short-term reporting harms long-term goals. But corporate executives see quarterly reports in a different light, and investors are likely to overreact to disappointing earnings no matter how often they come around."
102,2018-08-17,The Journal's weekly guide to the ups and downs of the business world.
103,2018-08-17,American business isn’t too focused on the short term.
104,2018-08-17,An SEC investigation means Tesla’s precarious cash situation could become critical in the coming months.
105,2018-08-17,"Nordstrom has been bucking the doom-and-gloom in the retail sector for some time. Success in both luxury and discount speaks to Nordstrom’s strength, which investors aren’t giving it enough credit for."
106,2018-08-17,Picking individual stocks is mostly a loser’s game. But there is still value--and skill--involved in digging into a company the old-fashioned way.
107,2018-08-17,"The country’s stock market is close to all-time highs, while its currency is at all-time lows versus the dollar."
108,2018-08-17,"Today in Real Time Economics, we look at how the labor market is creating opportunity for more workers, a respite from emerging-market concerns, record orders for big rigs, Australia's warning for the U.S., and the housing market's soft summer."
109,2018-08-17,"Securities regulators began investigating last year whether Tesla Inc. misled investors about its Model 3 car production problems, according to a person familiar with the matter."
110,2018-08-16,What sufferers accuse Apple of is a contradiction in terms—self-liquidating to a value of $1 trillion.
111,2018-08-16,"Wall Street Journal Nvidia's Crypto Business Dries Up, Worrying Investors Wall Street Journal Nvidia said its data-center business, its fastest-growing segment, booked $760 million in sales, up 83% from a year earlier. Analysts polled by FactSet predicted $74…"
112,2018-08-16,Morgan Stanley analysts' timing on their big Chipotle upgrade could have been better
113,2018-08-16,"The 2018 Range Rover HSE Td6 may already be doomed. As diesel sales free-fall and European cities ban diesel vehicles, Dan Neil wonders what’s next for the world’s polluting dinosaurs."
114,2018-08-16,Chip maker Advanced Micro Devices is expected to cut into Intel’s stranglehold on the data-center business in the coming year.
115,2018-08-16,Forget cringeworthy summer stock: These theater venues scattered around the country offer quality productions in scene-stealing settings well into the fall.
116,2018-08-16,"Indonesian leaders vowed to rein in spending, part of a battery of measures to help build a firewall between the world’s fourth most-populous country and financial contagion spreading to emerging markets from Turkey."
117,2018-08-16,"Symantec Corp., which makes antivirus software that alerts millions of people to risks lurking on their computers, is now facing a potential threat of its own."
118,2018-08-16,"Wall Street Journal Lenovo Leaves Tech Sector Rivals Behind—For Once Wall Street Journal Positive news from an old-school PC maker like Lenovo is always welcome, especially when gloom has descended over its more fashionable Asia tech peers. Given the clouds a…"
119,2018-08-16,Tencent’s selloff has sparked fears of a broader contagion for tech stocks around the world.
120,2018-08-16,Activist investor Starboard Value LP has taken a position in the cybersecurity company and privately nominated five directors to its 11-person board in July.
121,2018-08-16,"A rout in commodities and emerging-market assets spilled over to U.S. stocks, the latest sign that underlying worries about the global economy continue to hang over the long-running bull market."
122,2018-08-16,"Best Buy has agreed to buy GreatCall, the maker of senior-focused Jitterbug mobile phones, for $800 million as part of an effort to increase investments in technology that addresses the needs of older people"
123,2018-08-15,"The department store has solid earnings and raises guidance, but that isn’t enough for investors after a big stock run."
124,2018-08-15,"Nearly half of the 75 biggest initial public offerings of the last three years involved companies that lacked female directors when they went public, a new analysis found."
125,2018-08-15,Male stock analysts tend to write more favorably about public companies headed by men than about companies led by women.
126,2018-08-15,Towle Deep Value soars 48.55% but shoos away investors.
127,2018-08-15,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY US foreign policy has driven sharp swings in European and Asia…"
128,2018-08-15,"An array of challenges—from increasing impatience on Wall Street and in boardrooms to a corporate landscape rapidly transformed by new technologies and rival upstarts—has made the top job tougher and more precarious than just a few years ago, top executives s…"
129,2018-08-15,"A debate about new immigration legislation is heightening political tensions in Germany, challenging complex, decades-old attitudes regarding nationality and ethnicity—and raising questions about Germans’ willingness and capacity to integrate foreigners and t…"
130,2018-08-15,"After WhatsApp co-founder Jan Koum announced he was leaving Facebook Inc. in late April, he has continued showing up at least monthly at the social-media giant’s headquarters.in Menlo Park, Calif."
131,2018-08-15,One of the hottest investments of 2017 is now a big short.
132,2018-08-15,"A daily digest of The Wall Street Journal’s coverage of energy companies, commodity markets and the forces that shape them. Send us tips, suggestions and complaints: EnergyJournal@wsj.com SAUDI ARABIA GOES HIGH-TECH IN APPROACH TO INVESTING Saudi Arabia’s sta…"
133,2018-08-15,Alcoholic beverage maker Constellation Brands said it would expand its stake in cannabis company Canopy Growth in a bid to get ahead of the fast-growing cannabis market.
134,2018-08-15,"WhatsApp co-founder Jan Koum said he was leaving Facebook in April, but has been making periodic appearances in the office to secure stock rewards."
135,2018-08-15,"Crown Prince Mohammed and his sovereign-wealth fund, in talks to take a stake in Tesla, have become a pivotal global investor. But some Saudis worry impulsive bets on future technologies could jeopardizing the wealth of future generations."
136,2018-08-15,"U.S. tariffs intensify pressure on the Turkish lira, raising the prospect of an open-ended cycle of protectionism and devaluation, Greg Ip writes."
137,2018-08-15,"Today in Real Time Economics, we look at why Turkey isn't like other emerging markets, how trade wars are morphing into financial wars, a downward spiral for virtual currencies, America's love of debt, and whether U.S. workers are finally getting a little bit…"
138,2018-08-15,"Wall Street Journal Tencent's Bad Year Gets Worse, Leading Selloff in Chinese Tech Stocks Wall Street Journal Overnight, U.S.-listed peers NetEase Inc., Alibaba Group Holding Ltd. and JD.com Inc. fell between 2.9% and 3.5%. In Hong Kong, smaller tech companie…"
139,2018-08-15,Career websites like Glassdoor have become regular reading for job seekers. Now chief executives are increasingly perusing their online reviews to find out what employees think of them—to evaluate policies and even to talk back.
140,2018-08-15,Retirement expert Glenn Ruffenach answers questions on moving closer to your children and about living off dividend stocks.
141,2018-08-15,"Diamondback Energy will acquire Energen in a roughly $8.4 billion all-stock transaction, a deal that comes as energy producers face pressure to control rising costs."
142,2018-08-14,$46.6 billion stake in the tech giant as of the end of JuneWarren Buffett’s Berkshire Hathaway Inc. continued to load up on technology giant Apple Inc. in the second quarter.
143,2018-08-14,The late charges against Rep. Chris Collins violate Justice policy.
144,2018-08-14,My new bill would require corporations to answer to employees and other stakeholders as well.
145,2018-08-14,"Musk may not be an asset to the abbey, but the SEC knows he makes us laugh."
146,2018-08-14,Schools like Wharton and Harvard Business School have attracted thousands of people to free or low-cost online versions of courses taken by full-time M.B.A. students. But the career benefits for learners remain unclear.
147,2018-08-14,"Shares of Monsanto parent Bayer fell sharply after a California jury ruling, setting up a potential hit for billionaire investor David Einhorn’s Greenlight Capital."
148,2018-08-14,"For the first time since 2005, more than half of U.S. workers say they’re satisfied with their jobs. But data also suggest Americans have changing views of what makes a job good, after a decade of bruising job cuts, minimal raises and lean staffing."
149,2018-08-14,"Jim Hackett was hired to turn around an auto maker struggling with falling profits and industry transformation. First, he has to explain his vision. So far, investors are confused and executives seek out the boss’s 28-year-old chief of staff to explain his co…"
150,2018-08-14,"Three Tinder founders and a handful of current executives alleged in a lawsuit that the dating app’s parent companies, Match Group and IAC/InterActiveCorp., manipulated financial information to undermine its valuation."
151,2018-08-14,"built a strong enough business selling cloud services to raise $500 million in an initial public offering last year. Things haven’t gone so smoothly since then, particularly with those annoying earnings reports that come with being a public company. Each of i…"
152,2018-08-14,"Gradually rising interest rates have yet to dent Americans’ appetite for borrowing, with the total stock of new debt climbing to $13.3 trillion in the second quarter."
153,2018-08-14,"The chip maker’s surging data center business gets a lot of attention, but gaming chips still drive a majority of sales"
154,2018-08-14,"Shares in Sunny Optical, which makes lenses for smartphones, lost nearly a quarter of their value after earnings missed estimates—the latest sign of investors’ unforgiving approach to companies that disappoint."
155,2018-08-14,"The experimental multibrand chain, now opening a sixth store in Los Angeles, has made a lucrative business from bucking trends."
156,2018-08-14,Wall Street Journal Turkey Crisis Puts Spotlight on Emerging Market's Foreign-Currency Debt Wall Street Journal Turkey has more foreign-currency debt as a share of gross domestic product than many of its emerging-market peers. Photo: Emrah Gurel/Associated Pr…
157,2018-08-14,"A severe drought has gripped an area of Australia more than twice the size of Texas, turning normally fertile crop areas into dust bowls, draining water reserves and leaving wine-producing regions parched."
158,2018-08-14,"Tencent, the world’s largest videogame company by revenue, is raising its bet on the fast-growing industry of esports."
159,2018-08-14,Chinese tech giant Tencent Holdings is scheduled to report its second-quarter earnings after the market closes in Hong Kong on Wednesday. Here’s what you need to know.
160,2018-08-14,"Carl Icahn no longer plans to solicit votes from Cigna Corp. shareholders against the health insurer’s $54 billion deal to buy Express Scripts Holding Co. after two proxy-advisory firms recommended shareholders support the deal, the billionaire activist inves…"
161,2018-08-13,It’s in the interests of the West to support China’s market reformers against communist hard-liners.
162,2018-08-13,"The Trump administration is taking myriad steps to reduce legal immigration, in addition to its very public campaign to stop illegal immigration. Some of these quieter steps are being made through new policies or a stricter interpretation of existing regulati…"
163,2018-08-13,"Don't count out an August stock-market surprise, 401(k)s prove easy to spend down, and is Jeff Bezos really the richest of them all?"
164,2018-08-13,"Turkey’s currency plunged again, rattling other vulnerable emerging markets, while the country’s central bank made policy moves that failed to assuage investors about the economy’s perilous financial condition."
165,2018-08-13,Activist investor Elliott Management Corp. has taken a big stake in Nielsen Holdings PLC and plans to push the TV-ratings company to sell itself.
166,2018-08-12,"After Tesla Chief Elon Musk’s explosive tweet last week about a possible company buyout, some investors wonder why Nasdaq took more than an hour to halt frenzied trading."
167,2018-08-11,"Wall Street Journal Turkey's Erdogan Slams US Over Tariff Move Wall Street Journal ISTANBUL—Turkey's President Recep Tayyip Erdogan lashed out at the U.S., blaming the Trump administration for stoking confrontational relations that have helped send the Turkis…"
168,2018-08-11,A wave of mine closures and the rollout of nuclear-power plants world-wide are fueling bullish bets on the long-depressed uranium market.
169,2018-08-11,"The late Sergio Marchionne ran Fiat Chrysler with an eccentric, unorthodox style and a passion for complex problems. New research suggests he was ahead of his time."
170,2018-08-10,The Journal's weekly guide to the ups and downs of the business world.
171,2018-08-10,"Glass Lewis and ISS say no, and Rite Aid and Albertsons fold."
172,2018-08-10,Venezuela’s state oil company plans to appeal a U.S. ruling that would allow one of the country’s creditors to seize a major source of dollars—Citgo Petroleum.
173,2018-08-10,"A currency crisis in Turkey upended a lengthy stretch of calm in financial markets on Friday, holding to a tradition of August stock-market surprises."
174,2018-08-10,Enron’s problems began with a share price its business couldn’t support. Will Tesla do better?
175,2018-08-10,Much of the disruption to global financial markets this year has come from a source close to home: the U.S. dollar.
176,2018-08-10,The influential Detroit band the MC5 mixed fuzzed-out blues with wild ’60s political provocation.
177,2018-08-10,"A call, not to turn back the clock, but to live deliberately and take stock of the things we don’t want to lose."
178,2018-08-10,"Plenty of Tesla’s die-hard holders will stick with Elon Musk, no matter if the car maker is a public or private company; one is “betting on the jockey, not the horse.”"
179,2018-08-10,"The sentiments underlying the 2016 results could be seen for months before, says the polling director for CBS News, and that’s true now for the 2018 race"
180,2018-08-10,One company literally got soaked.
181,2018-08-10,Proxy-advisory firm Institutional Shareholder Services is recommending that Cigna shareholders support the company’s $54 billion deal to buy pharmacy-benefit manager Express Scripts in a vote later this month.
182,2018-08-10,"The Turkish lira tumbled as much as 12% against the U.S. dollar, which rose to its strongest point in a year, as concerns about the health of Turkey’s financial system rippled through global markets."
183,2018-08-10,"With a fortune exceeding $150 billion, Amazon founder Jeff Bezos was recently declared the richest person in modern history. But is he?"
184,2018-08-10,"Richmond Fed's Thomas Barkin says it’s difficult to justify keeping interest rates low, pension funds boost bull markets, and the year of the golf free agent is here."
185,2018-08-09,"A U.S. federal judge authorized the seizure of Citgo Petroleum to satisfy a Venezuelan government debt, a ruling that could set off a scramble among Venezuela’s many unpaid creditors."
186,2018-08-09,"Dropbox Inc.’s base of paying customers shot up in the second quarter, allowing the company to deliver better-than-expected revenue and adjusted profits."
187,2018-08-09,"In a WSJ survey of economists, exactly half say it's a ""trade war""; other half offers alternatives: ""skirmish,"" ""tensions,"" ""dispute,"" ""battle."""
188,2018-08-09,News and analysis from WSJ's Washington bureau
189,2018-08-09,"Wall Street Journal JPMorgan's ETF Business Is Finally Catching Up to Goldman Wall Street Journal JPMorgan Chase & Co.'s exchange-traded funds raked in $2.5 billion in July, a record haul for the bank that signals a turnaround for the lagging four-year-old bu…"
190,2018-08-09,"Adidas’s net income more than doubled after demand for World Cup merchandise boosted its sales growth, as the Germany company faces a fresh challenge on its home turf from Nike."
191,2018-08-09,"Elon Musk’s latest piece of showmanship—an offer to take electric-car maker Tesla private—amounts to a slap in the face for shareholders, writes James Mackintosh."
192,2018-08-09,"There is a price to be paid for retiring earlier than planned, the stock market may under perform over the next decade and desert spa resorts could be coming to the big cities."
193,2018-08-09,"This is the web version of the WSJ’s newsletter on the economy. You can sign up for daily delivery here. Good morning! Today we look at China’s preparations for a knock-down, drag-out trade fight, a warning on the U.S. budget deficit, the EU’s lack of cohesio…"
194,2018-08-09,Salesforce.com’s elevation of Keith Block to co-chief executive creates a power-sharing structure that hasn’t always worked out for other companies.
195,2018-08-08,The social network’s first forecast is offset by worries of a declining user base.
196,2018-08-08,Colleagues are appalled I support any of his policies. He may offset the good ones with reckless tariffs.
197,2018-08-08,A judge expressed concerns about the medical condition of 95-year-old Sumner Redstone and declined to order that he be deposed in the legal battle between his family’s holding company and CBS.
198,2018-08-08,Making a Washington bureaucracy the regulator of the Internet is not the answer.
199,2018-08-08,The regulator is examining whether Mr. Musk’s statement was truthful and inquired why the disclosure was made on Twitter.
200,2018-08-08,Korea’s refreshing repertoire of chilled noodle dishes is everything you want right now. Think of them as edible air conditioning.
201,2018-08-08,Elon Musk is betting that taking Tesla private would free his company of scrutiny. But it could complicate efforts to build a mainstream electric car by removing the easy access to capital the Wall Street darling has enjoyed.
202,2018-08-08,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Members of Tesla’s board said it has met several times over th…"
203,2018-08-08,Southern said its costs to build the Alvin W. Vogtle Electric Generating Plant had risen again by more than $1 billion and said it would take a charge to its second-quarter earnings to cover the new cost overruns.
204,2018-08-08,CVS Health reported higher revenue in the latest quarter as the pharmacy chain benefited from prescription volume growth by expanding relationships with pharmacy-benefit managers and health plans.
205,2018-08-08,"The situation at Papa John’s International Inc. was already grim as its second-quarter earnings showed. Founder John Schnatter’s more recent bad behavior, and his refusal to go quietly is making matters worse."
