,Date,Description
165,2018-08-03,The coffee chain may soon let customers pay for their lattes with cryptocurrencies.
166,2018-08-03,The Securities and Exchange Commission has dropped its probe into whether ExxonMobil misled investors about its knowledge of climate change and the potential effects on its business.
167,2018-08-03,Jet Airways and IndiGo have taken big financial hits and the government is spending millions to keep Air India flying.
168,2018-08-03,The ketchup and cheese maker -- which is backed by Warren Buffett -- reported strong profits Friday.
169,2018-08-03,Prince Alwaleed bin Talal has signed his first big investment deal since being released from detention in Saudi Arabia.
170,2018-08-03,"News flash: You're a real adult now, and neglecting your nest egg will no longer fly."
171,2018-08-03,Here's what you need to know about the markets before you start your business day.
172,2018-08-03,"At an Axios breakfast event on Thursday, Mike Allen showed how simple questions can elicit important answers. He asked Ivanka Trump ""do you think that we're the enemy of the people?"""
173,2018-08-02,"Yum Brands just reported weak sales for Pizza Hut. Can Pizza Hut, which took over the NFL sponsorship deal from Papa John's mount a comeback once football season starts? The bigger challenge may be toppling Domino's."
174,2018-08-02,The apparent lack of coordination between Facebook and Twitter regarding the threat posed by Russia will come under scrutiny when Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey appear before the Senate Intelligence Committee next month
175,2018-08-02,"The stock may be worth 12 cents, but MoviePass says it is not going anywhere."
176,2018-08-02,That's not a misprint. Shares of Macy's are up more than 50% in 2018. Amazon is the only retail stock in the S&P 500 with a bigger gain. Macy's has enjoyed a turnaround as a new CEO is stressing digital and closing weaker stores.
177,2018-08-02,"The iPhone maker's stock continues to hit new milestones. Apple is the first US company to top a market valuation of $1 trillion. But it could soon have company. Amazon, Google owner Alphabet and Microsoft aren't too far behind."
178,2018-08-02,"CBS reports earnings Thursday as its CEO, Les Moonves, faces allegations of sexual misconduct."
179,2018-08-02,Keeping too much money in the bank could mean missing out on the potential rewards that come with investing that money.
180,2018-08-02,"The day after Caesar's warning on softness in Vegas bookings sent casino stocks on a wild ride, MGM earnings cause another sell-off."
181,2018-08-02,The ousted founder said his persona resonates with the consumer.
182,2018-08-02,"The CBS board of directors met again on Wednesday and agreed to hire two law firms ""to conduct a full investigation of the allegations in recent press reports about Chairman and CEO Leslie Moonves, CBS News and cultural issues at all levels of CBS."""
183,2018-08-02,"With the dust settling on the recent sevens rugby season, it's time to take stock of what the future holds for the sport."
184,2018-08-02,1. Tesla rally: Shares in Tesla are surging 8% premarket as investors express relief that the company's big quarterly loss wasn't as bad as expected.
185,2018-08-02,Stocks in China slumped on Thursday as investors reacted to the United States' latest threat to increase tariffs on exports.
186,2018-08-02,"Tesla CEO Elon Musk stunned analysts a few months ago by refusing to answer their ""boring"" questions on a Tesla earnings call, choosing instead to field questions from a YouTuber. Tesla's stock price took a hit."
187,2018-08-01,Icahn reportedly believes Cigna is paying too much for Express Scripts and will urge shareholders to oppose the deal. Icahn is also wary of the new company
188,2018-08-01,"Papa John's is looking to rebrand amid the latest controversy with its founder John Schnatter. Now, it's got an Ari Emanuel-run ad agency on hand to help it do just that."
189,2018-08-01,"He's helped launch WeWork, Slack and Uber -- and he's just getting started. But some think Masayoshi Son has gone too far"
190,2018-08-01,Hanesbrands won't renew its contract with Target for the C9 by Champion exclusive line.
191,2018-08-01,Caesar's warning on softness in Vegas bookings sends casino stocks on a wild ride.
192,2018-08-01,Las Vegas casinos have some bargains on hotel rooms right now. That sent the stocks of casino operators on a wild ride Wednesday.
193,2018-08-01,Housing and rates have some economists concerned a recession is looming.
194,2018-08-01,You don't necessarily need billions of dollars to invest like a billionaire.
195,2018-08-01,Apple's stock is surging thanks to strong earnings. The company is now worth about $975 billion.
196,2018-08-01,Sanofi said that it's stockpiling medicine as part of planning for a scenario where Britain crashes out of the European Union without a Brexit deal.
197,2018-08-01,"A grocery store employee in Baton Rouge, Louisiana, is being lauded for asking a teen with autism to help him stock shelves in a fridge."
198,2018-08-01,"Tesla will post its quarterly earnings Wednesday, and all eyes will be on the cash burn rate and clues about Model 3 demand."
199,2018-08-01,"CNN 5 things for August 1: Tariffs, Facebook, 3D guns, Nicaragua, food recall CNN (CNN) Answer: This longtime host of ""Jeopardy"" is thinking about retiring. The REAL question: Who will replace Alex Trebek? Here's what else you need to know to Get Up to Speed …"
200,2018-08-01,"1. Apple profits: Apple sold essentially the same number of iPhones last quarter as it did a year prior, but sales and profits soared as it made more money from higher-priced devices."
201,2018-08-01,"President Trump's rallies are a stage for his supporters as well as the star of the show. Every rally showcases venomous attitudes toward the press (he says ""fake news""), Democrats (the crowd says ""lock her up"") and other groups that he disparages as his oppo…"
202,2018-08-01,President Trump's rallies are a stage for his supporters as well as the star of the show.
203,2018-08-01,A grocery store employee is being lauded for helping a teen with autism stock shelves in a fridge.
204,2018-07-31,"Drive.ai is letting some locals in Frisco, Texas take a test ride in its self-driving minivans as part of a pilot ride-sharing program."
205,2018-07-31,Here are the answers to some of the most pressing questions about MoviePass.
206,2018-07-31,"Lindsey Piegza, chief economist for Stifel, joins CNNMoney's ""Markets Now"" to preview the jobs report."
207,2018-07-31,"After an unusually-calm 2017, volatility is making a comeback. It's a side effect of the Federal Reserve shrinking its gigantic balance sheet."
208,2018-07-31,At least two Chipotle customers reported getting sick after eating at a location in Ohio.
209,2018-07-31,The Trump administration is considering making a unilateral change in the way capital gains are taxed without waiting for Congressional action.
210,2018-07-31,"The changes were announced in a new ""plan for profitability."""
211,2018-07-31,Police are investigating a South Korean company that claimed to have discovered a sunken Russian warship with $8.9 billion worth of gold on board.
212,2018-07-31,"Stitch Fix founder Katrina Lake is one of the wealthiest female entrepreneurs in the country, but it wasn't too long ago that she could have never imagined herself as a CEO."
213,2018-07-31,"If Apple reports super strong earnings and the stock soars, there's a chance that the company will top the $1 trillion market value mark. It would be the first US company to do so. But Amazon, Google and Microsoft aren't far behind."
214,2018-07-31,"Nintendo reported bumper earnings Tuesday, fueled by strong sales of video games for its Switch console. But investors are still wary."
215,2018-07-31,Here's what you need to know about the markets before you start your business day.
216,2018-07-31,Les Moonves will continue to head CBS in the wake of sexual harassment allegations contained in Ronan Farrow's New Yorker report -- at least for now...
217,2018-07-30,Top technology stocks turned negative Monday as a string of disappointing earnings results appeared to rattle investor confidence in the sector.
218,2018-07-30,Stock in the service's parent company dropped to nearly $1 per share Monday.
219,2018-07-30,A trade war and a huge oversupply of frozen meat are bad news for Tyson's chicken business.
220,2018-07-30,The construction equipment giant reported earnings that topped forecasts and boosted its outlook. Caterpillar said tariffs will lead to higher costs. But business is going so well that the company is raising prices.
221,2018-07-30,New data reveals that Americans are keeping a sizeable chunk of their assets in cash -- and losing out on returns as a result.
222,2018-07-30,New data reveals that Americans are keeping a sizeable chunk of their assets in cash -- and losing out on returns as a result.
223,2018-07-30,"Twitter has selected researchers to develop metrics around echo chambers, uncivil discourse and bridging gaps between communities on its platform."
224,2018-07-30,Germany's largest lender confirmed Monday that it has moved a large part of its euro clearing activity from London to Frankfurt.
225,2018-07-30,Germany's largest lender confirmed Monday that it has moved a large part of its euro clearing activity from London to Frankfurt.
226,2018-07-30,Here's what you need to know about the markets before you start your business day.
227,2018-07-29,The CBS board of directors will discuss allegations of sexual harassment against CEO Les Moonves at a meeting on Monday.
228,2018-07-29,The CBS board of directors will discuss allegations of sexual harassment against CEO Les Moonves at a meeting on Monday.
229,2018-07-28,Howard Yu writes that the US President doesn't understand how America benefits from global trade because of the zero-sum view of the economy he inherited from the real estate world.
230,2018-07-27,"The New Yorker has published an investigation that details allegations of sexual misconduct, intimidation and retaliation against longtime CBS president and CEO Les Moonves."
231,2018-07-27,"President Trump claimed credit for the strong economic growth numbers released on Friday morning, attributing them to his administration's actions on taxes, trade, and regulations."
232,2018-07-27,"For months, Facebook and Twitter investors shrugged off concerns about election meddling, regulatory scrutiny and an industry-wide privacy awakening. All that mattered was the two platforms kept getting more people to scroll past ads, thereby making more mone…"
233,2018-07-27,"The company borrowed money to pay its merchant and fulfillment processors, according to a regulatory filing."
234,2018-07-27,The New Yorker is about to publish an investigation of CBS Corporation and its CEO Leslie Moonves. News of the impending investigation sent the company's stock down more than 6% at midday Friday.
235,2018-07-27,"If I had a dollar for every time I exclaimed ""What a week!"" with an exasperated sigh, I might be able to afford one share of Facebook stock (especially after yesterday). But it was indeed another one of those weeks, and props emerged as the breakout star. Let…"
236,2018-07-27,"Boston Beer, the owner of Sam Adams, said beer sales remain weak. The news comes a day after Budweiser owner Anheuser-Busch InBev also reported a drop in US sales. Molson Coors may not do much better."
237,2018-07-27,"Boston Beer, the owner of Sam Adams, said beer sales remain weak. The news comes a day after Budweiser owner Anheuser-Busch InBev also reported a drop in US sales. Molson Coors may not do much better."
238,2018-07-27,"The company borrowed money to pay its merchant and fulfillment processors, according to a regulatory filing."
239,2018-07-27,"Facebook is being battered by privacy scandals, user outrage and fake news controversies. In India, its biggest problem is WhatsApp."
240,2018-07-27,Twitter reported second quarter earnings results before the bell on Friday.
241,2018-07-27,"Look to the skies tonight, if you live in the Eastern Hemisphere. That'll be the best place to see the longest total lunar eclipse of the century. Here's what else you need to know to Get Up to Speed and Out the Door. (You can also get ""5 Things You Need to K…"
242,2018-07-27,Here's what you need to know about the markets before you start your business day.
243,2018-07-27,"Exec summary: Michael Cohen looks like President Trump's worst enemy, now that CNN has broken a big story about Cohen's claims against the president."
244,2018-07-27,The art and architecture of the Moscow Metro shines a light on the country's past.
245,2018-07-27,"For years, the entrepreneur controlled public opinion of Tesla. That's changing."
246,2018-07-26,Chipotle has been a Wall Street darling under new CEO Brian Niccol.
247,2018-07-26,Facebook's dramatic stock drop took a chunk out of CEO Zuckerberg's net worth.
248,2018-07-26,Amazon reported second quarter earnings results on Thursday.
249,2018-07-26,Papa John's founder John Schnatter is suing his namesake company weeks after he left his role as chairman over his use of the N-word on a conference call.
250,2018-07-26,Exxon's profit has come crashing back to earth. its output is shrinking. And share price remains in the doldrums.
251,2018-07-26,"Under Armour's turnaround strategy is working, but it's proving costly."
252,2018-07-26,"Under Armour's turnaround strategy is working, but it's proving costly."
253,2018-07-26,"Ford says it's going to spend $11 billion on a plan to revitalize its business. There's a big problem, though: Ford won't divulge what its plan is."
254,2018-07-26,The list of high-profile casualties from the tit-for-tat tariffs is mounting.
255,2018-07-26,Some analysts think a plan to focus more on the Stories feature and bolster privacy will lead to much bigger long-term growth.
256,2018-07-26,CNN's Christine Romans says Facebook's stock dive is partly due to a strategy shift where the social media giant has had to put privacy over profits.
257,2018-07-26,The company is set to lose more than $100 billion in market value after warning about slowing sales growth.
258,2018-07-26,The company is set to lose more than $100 billion in market value after warning about slowing sales growth.
259,2018-07-26,The Dallas-based carrier said the effects of the accident are beginning to subside.
260,2018-07-26,Here's what else you need to know to Get Up to Speed and Out the Door.
