,Date,Description
22,2018-08-23,"The Morning Download: Democratic National Committee Reports Attempted Hack of Voter File Wall Street Journal (blog) Update: The suspected attempt to hack into the DNC's voter database was actually a cybersecurity test, the organization said. The Journal has m…"
23,2018-08-23,"Facebook Inc. on Wednesday banned from its platform a quiz app that could have exposed the data of up to four million users, after the developers declined to be audited by the social-media giant."
24,2018-08-22,Regular corporate earnings reports enhance accountability.
25,2018-08-22,Facebook plans to pull its data-security app Onavo from Apple Inc.’s app store after the iPhone maker ruled that the service violated its data-collection policies
26,2018-08-22,This is the web version of the WSJ’s Capital Journal newsletter. You can sign up for daily delivery here. What We’re Watching Manafort/Cohen Fallout: Back-to-back legal blows for President Trump—the conviction of Paul Manafort and plea agreement by Michael Co…
27,2018-08-22,"MUST READS FROM WSJ CITY President Trump attacked Michael Cohen’s legal abilities, the morning after his former lawyer implicated him in a federal crime as he pleaded guilty to campaign-finance violations, among other charges. Of all the characters who floate…"
28,2018-08-22,"Apple’s white wireless earphones transmit music and conversations, but some users wear them all day as a shield, a secretary and a hiding place."
29,2018-08-22,"Chinese smartphone maker Xiaomi swung to a profit in the second quarter as smartphone sales rose sharply, but the results were weighed down by a big bonus payment for its chief executive."
30,2018-08-22,"Wall Street Journal US Vows to Grant Few Waivers on Iran Sanctions Wall Street Journal JERUSALEM—The Trump administration is looking to ratchet up pressure on Iran to abandon its nuclear program, going beyond previous international sanctions, U.S. National Se…"
31,2018-08-22,The New York Public Library is posting classic novels and short stories to its Instagram account.
32,2018-08-22,"Facebook Inc. dismantled 652 pages, groups and accounts engaged in an coordinated influence campaign ahead of the 2018 U.S. midterm elections, part of the social-media company’s broader purge of bad actors on its site."
33,2018-08-21,Bob Ross achieved pop-culture fame as the host of “The Joy of Painting” -- now artists and fans are attempting to secure a spot in art history for him as well.
34,2018-08-21,"To subscribe to the newsletter, please sign up here MUST READS U.K. Public Finances See Big July Surplus: U.K. government borrowing in the first four months of the fiscal year was the lowest in 16 years, helped by the largest surplus for the month of July sin…"
35,2018-08-21,"U.S. Stocks Poised to Enter Longest-Ever Bull Market U.S. stocks are on the verge of surpassing their longest-running rally, ratifying a market rebound that began in the ashes of the financial crisis and defying those who have questioned its staying power. We…"
36,2018-08-20,Countries hosting thousands of Venezuelans escaping economic disaster back home are enacting stricter rules to stem the flow.
37,2018-08-20,"People often try to deny their feelings, but that doesn’t work. Here are some healthier techniques."
38,2018-08-19,The software revolution has transformed business. What’s next? Processes that constantly improve themselves without need of human intervention.
39,2018-08-19,A multistakeholder ‘content congress’ could take account of everyone’s concerns.
40,2018-08-19,"Shares of companies like Amazon.com, Netflix and Salesforce.com have surged this year, driving the stock market higher but also pushing valuations to what some investors consider worrisome levels."
41,2018-08-19,"Is it Time to Sell Your NFL Team? Congratulations. I’ve just given you an NFL franchise. Now I want to know: Would you sell it? As in, unload it right now? Or would you hang on? First, let’s assess the upsides. You own an NFL team! I suspect it’s your most hi…"
42,2018-08-18,"Wall Street Journal Trump Slams Social-Media Companies for 'Censorship' of the Right Wall Street Journal President Trump on Saturday threatened action against social-media companies, saying they were suspending accounts in a manner that was “totally discrimin…"
43,2018-08-18,"Auto makers can now collect large amounts of data from internet-connected vehicles, from location to driving habits."
44,2018-08-18,"Auto makers can now collect large amounts of data from internet-connected vehicles, from location to driving habits."
45,2018-08-17,"Facebook, Twitter, YouTube and other tech giants say that they’re open forums. What happens when they start to shut down voices they consider beyond the pale?"
46,2018-08-17,"To help screen addicts break the habit, Big Tech companies like Apple, Google and Facebook are finding new ways to warn of overuse."
47,2018-08-16,"By any measure, they are a drop in the ocean. And they’re hard to distinguish from domestic sentiments."
48,2018-08-16,Chip maker Advanced Micro Devices is expected to cut into Intel’s stranglehold on the data-center business in the coming year.
49,2018-08-16,Men’s fashion editor Jacob Gallagher takes on questions both practical and whimsical about the most evanescent element of style.
50,2018-08-16,News and analysis from WSJ's Washington bureau
51,2018-08-16,Tencent’s selloff has sparked fears of a broader contagion for tech stocks around the world.
52,2018-08-15,"Wall Street Journal Alex Jones, Meet Peter Strzok Wall Street Journal Let us consider the ways in which the human mind can go wrong today. There once was a time when if you said the Sandy Hook massacre in Connecticut didn't happen or that the U.S. government …"
53,2018-08-15,Apple Inc.’s new headquarters in Silicon Valley is the most lavish in a spate of glitzy new architectural projects by tech titans at a time when their businesses are booming and market valuations are soaring.
54,2018-08-15,"Mall landlords faced with declining sales and disappearing stores are deploying smartphones, social media and other technology to lure customers—and then keep them spending."
55,2018-08-15,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY US foreign policy has driven sharp swings in European and Asia…"
56,2018-08-15,The owners of two connected Midtown South Buildings have secured $430
57,2018-08-15,"Alcohol-soaked parties, controlled substances, office romances and free dinner: those are the hallmarks of Uber’s raucous workplace—and many other startups."
58,2018-08-15,"After WhatsApp co-founder Jan Koum announced he was leaving Facebook Inc. in late April, he has continued showing up at least monthly at the social-media giant’s headquarters.in Menlo Park, Calif."
59,2018-08-15,"Wall Street Journal Israel Reopens Gaza's Only Commercial Crossing Amid Fragile Calm Wall Street Journal TEL AVIV— Israel reopened Gaza's only commercial crossing on Wednesday, removing severe restrictions put in place last month as talks progress over a long…"
60,2018-08-15,"WhatsApp co-founder Jan Koum said he was leaving Facebook in April, but has been making periodic appearances in the office to secure stock rewards."
61,2018-08-15,"Meredith Kopit Levien, who became chief operating officer last year at the New York Times, has pursued nontraditional advertising deals as she tries to navigate unforgiving waters in publishing."
62,2018-08-15,"Wall Street Journal Tencent's Bad Year Gets Worse, Leading Selloff in Chinese Tech Stocks Wall Street Journal Overnight, U.S.-listed peers NetEase Inc., Alibaba Group Holding Ltd. and JD.com Inc. fell between 2.9% and 3.5%. In Hong Kong, smaller tech companie…"
63,2018-08-15,More companies are trying to destigmatize mental illness and encourage workers to use mental-health days for their original intent.
64,2018-08-15,"Twitter suspended far-right talk-show host Alex Jones for violating the social media company’s policies, a reversal amid intensifying public scrutiny and criticism of Mr. Jones’s posts on the platform."
65,2018-08-14,"Some female startup founders speak up about behavior they say they encounter in the male-dominated venture capital industry, as a string of scandals prompt some in the industry to confront cases of impropriety and re-examine practices."
66,2018-08-14,Recruiters in Maine use LinkedIn and other social media tools to find job candidates with ties to the state to fill positions in a tight labor market.
67,2018-08-14,"Shares in Sunny Optical, which makes lenses for smartphones, lost nearly a quarter of their value after earnings missed estimates—the latest sign of investors’ unforgiving approach to companies that disappoint."
68,2018-08-14,Wall Street Journal Hong Kong Tells Press Club: Free Speech Isn't an Absolute Right Wall Street Journal HONG KONG—Hong Kong's government and Chinese officials criticized the city's foreign press club for allowing an advocate of independence from China to addr…
69,2018-08-13,Wall Street Journal Afghan Government Struggles to Oust Taliban From Strategic City Wall Street Journal KABUL—Afghanistan's defense chief said Monday the country's U.S.-backed security forces were struggling to counter a Taliban offensive on a strategic easte…
70,2018-08-13,"Minnesota Rep. Keith Ellison denied allegations that he abused a former girlfriend, claims that emerged just ahead of his Democratic primary race for state attorney general."
71,2018-08-13,"Indian policy makers are looking for ways to tamp down American tech behemoths, a shift that could crimp growth potential in one of the biggest remaining open markets for their expansion."
72,2018-08-13,News and analysis from WSJ's Washington bureau
73,2018-08-13,"A French law enacted last month is set to bar cellphone use by primary and middle school students, an effort to cut down on distractions in class and encourage play or reading during recess."
74,2018-08-12,The senator has 20 points. Even Woodrow Wilson didn’t need more than 14.
75,2018-08-12,Hackers at the Defcon computer security conference believe they can help prevent manipulation of U.S. elections. Some election officials and makers of voting machines aren’t so sure.
76,2018-08-12,"While Google’s search engine remains blocked in China, the company is courting allies there by providing tools and support to a growing number of app developers, manufacturers and advertisers in the region."
77,2018-08-11,"Facebook, Twitter and Snapchat are still valued for their fast-growing ad businesses, so an additional slowdown in users could hurt the stocks further."
78,2018-08-11,State election officials are grappling with how to counter online disinformation about how to cast a vote.
79,2018-08-11,Facebook is instituting new rules intended to improve the reliability of the information found on the public profiles for businesses and communities.
80,2018-08-10,"Risk some candor. You’ll find it a relief, and others will respect you for it."
81,2018-08-10,"Rodents overrunning Paris have defenders who say the varmint has a right to inhabit the City of Lights, too. ‘We really need to find a balance to live together.’ Reaching ‘Rat-Prochement’"
82,2018-08-10,"Wall Street Journal The Struggle for Charlottesville Wall Street Journal A year has passed since white supremacists descended en masse on Charlottesville, Virginia for the “Unite the Right” rally. What began on August 11, 2017 with a torchlit march through th…"
83,2018-08-09,Blaming a tech company for a complex domestic problem makes no sense.
84,2018-08-09,Many tools exist that could help identify bad actors on social media. There’s just no consensus on how to use them.
85,2018-08-09,"Researchers are working to teach empathy to artificially intelligent messaging tools, with the goal of supplementing human therapists"
86,2018-08-09,"Condé Nast Chief Executive Bob Sauerberg outlined a plan to return to profitability in two years and revive growth, by diversifying its revenue away from advertising and shedding certain magazine titles."
87,2018-08-09,"Across Europe, nationalists and upstart politicians are promoting the use of Christian imagery as they seek to change the Continent’s established politics and define Europe as Christian in reaction to recent Muslim immigration."
88,2018-08-08,The social network’s first forecast is offset by worries of a declining user base.
89,2018-08-08,Making a Washington bureaucracy the regulator of the Internet is not the answer.
90,2018-08-08,"A centuries-old genre of Mexican folk music, called son jarocho, is making a comeback in the U.S. and Mexico, as a new group of young bands revives traditional sounds."
91,2018-08-08,Twitter Chief Executive Officer Jack Dorsey tweeted that his platform wouldn’t join other tech firms in banning parts or all of Mr. Jones’ content. His reason: He hadn’t violated Twitter policy.
92,2018-08-08,"Launching a new business can be all-consuming for any entrepreneur, but the challenges are often magnified for women starting a company and a family around the same time."
93,2018-08-08,"New York Times Co.’s revenue edged higher despite a falloff in advertising as the news publisher continued to add digital subscribers, though at a slower pace."
94,2018-08-08,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Members of Tesla’s board said it has met several times over th…"
95,2018-08-08,"The violent Charlottesville, Va., rally last August energized the alt-right, and many in its ranks predicted their momentum would continue. But a year later, a “white civil rights rally” planned for Sunday in Washington is expected to draw a smaller crowd."
96,2018-08-08,"Axios has signed a deal with HBO to produce a limited-run series of news documentaries timed to the midterm elections that will focus on politics, technology and culture with a combination of breaking news, short documentaries and high-profile interviews."
97,2018-08-07,Its algorithm treats our nonpolitical site as ‘political content.’
98,2018-08-07,A study shows that it was a tussle between new and old media that shaped the race.
99,2018-08-07,"Snap Inc. reported on Tuesday that its number of daily active users fell by 2% to about 188 million, marking the first time the company has lost daily users since the company was founded in 2011."
100,2018-08-07,"Italy’s largest bank, UniCredit, stopped advertising on Facebook in March, due to allegedly unethical behavior by the social-media giant related to a scandal involving data firm Cambridge Analytica."
101,2018-08-07,The lawyers who successfully challenged a Facebook proposal to issue nonvoting stock to help Mark Zuckerberg keep control of the company is seeking a $129 million fee. The company is fighting it.
102,2018-08-07,"Women are far more likely to get tested for inherited BRCA and other gene mutations, even though they also pose a cancer risk for men and their children."
103,2018-08-07,The initiative acts similar to rent control—which has been gaining traction in many parts of the country—by keeping units in private hands and controlling the rate of rent increases.
104,2018-08-07,"Some mutual fund managers have dodged the recent big share declines in FANG stocks such as Facebook and Netflix, new research shows."
105,2018-08-07,"Venmo, an app owned by PayPal, lets users send money to one another for free along with a message. An uproar surrounding a web project unveiled last month shows why it rankles critics. A privacy advocate sifted through more than 18 million Venmo users’ public…"
106,2018-08-07,"Alibaba and all six major Hollywood studios are among the backers of a $1 billion fundraising round for mobile-video startup NewTV, part of Jeffrey Katzenberg’s WndrCo LLC and a significant bet on new ways of making and distributing entertainment"
107,2018-08-06,Carl Icahn is going public with his campaign to scuttle Cigna Corp.’s $54 billion plan to buy Express Scripts Holding Co.
108,2018-08-06,The largest U.S. aluminum maker wants an exemption from tariffs designed to bolster domestic metal production.
109,2018-08-06,National Stores is the latest retailer to file for bankruptcy
110,2018-08-06,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Facebook wants your financial data. The social media giant has…"
111,2018-08-06,"A recent study finds that when one partner dislikes the other’s friends, the marriage may suffer."
112,2018-08-06,"Facebook has asked large U.S. banks to share detailed financial information about customers, including card transactions and checking account balances, as it seeks to boost user engagement."
113,2018-08-06,Wall Street Journal Independence Talk Tests Limits of Free Speech in Hong Kong Wall Street Journal HONG KONG—A planned talk by the leader of a tiny political group promoting Hong Kong's independence from China is becoming a test of the city's autonomy from Be…
114,2018-08-06,"Apple Inc. removes links from its podcast directory to content from controversial far-right site Infowars, thrusting the tech giant into the debate over how internet platforms should handle divisive or offensive content."
115,2018-08-06,"The Justice Department’s appeal of a judge’s decision to allow its purchase of Time Warner is highly unusual but the odds of it achieving at least a partial victory aren’t trivial. That may only affect future deals, but there is a possibility of blowback for …"
116,2018-08-06,"Wall Street Journal Tech Firms, Embattled Over Privacy, Warm to Federal Regulation Wall Street Journal WASHINGTON—U. S. tech companies, battered over their handling of consumers' personal data, are hoping to get ahead of the public and legal fallout by workin…"
117,2018-08-06,"Apple removed links from its podcast directory to content from controversial far-right site Infowars, thrusting the tech giant into the debate over how internet platforms should handle divisive or offensive content."
118,2018-08-05,More companies are scouring job candidates’ online personas for racist and other red-flag comments. That hasn’t kept social-media histories from morphing into hiring minefields.
119,2018-08-05,"Wall Street Journal FANG Stocks Are Big, But Asia's Tech Giants Carry Even More Sway Wall Street Journal Yet even these gauges are increasingly dependent upon Asian tech names, including the U.S.-listed Chinese titans Alibaba Group Holding Ltd. and Baidu Inc.…"
120,2018-08-04,Canadians irked by U.S. metals tariffs and President Trump’s harsh words for their prime minister are boycotting American products and buying Canadian goods.
121,2018-08-03,Bethany Christian Services faces protests and lawsuits for its work with migrants and foster children.
122,2018-08-03,"By most measures, Apple is the least expensive of its giant tech peers."
123,2018-08-03,NJ Transit commuters are having to contend with last-minute cancellations and overcrowded trains as the railroad struggles with a summer of equipment and staff shortages
124,2018-08-03,News and analysis from WSJ's Washington bureau
125,2018-08-03,"Apple’s $1 trillion milestone is a harbinger for rising tech giants Amazon, Alphabet and Microsoft."
126,2018-08-03,"Short sellers taking aim at Tesla Motors are holding onto bets that the electric car maker is on borrowed time, undeterred by the stock’s biggest one-day rally in years."
127,2018-08-02,A capitalist triumph that has created wealth for millions—but can it stay on top?
128,2018-08-02,"For removing her hijab in a Tehran protest, a 43-year-old woman was convicted and driven into exile."
129,2018-08-02,Warner Music has acquired the pop-culture media website Uproxx in a bid to help it reach young digital audiences and create content beyond music.
130,2018-08-02,"The Silicon Valley giant became the first U.S.-listed company to surpass $1 trillion in stock-market value, underscoring the iPhone maker’s explosive growth and its role in fueling the rise of the technology industry to the forefront of the global economy."
131,2018-08-02,"Wall Street Journal Tech Stocks Lift S&P 500 Wall Street Journal Shares of technology companies rallied Thursday to lift the S&P 500, even as investors grappled with the Trump administration's threat to deepen its trade spat with China. Tech stocks continued …"
132,2018-08-02,"Investors are rewarding companies beating Wall Street’s earnings expectations with the largest stock-price boosts in years, helping to underpin a U.S. stock market rally that has been rattled this year by trade tensions and rising interest rates."
133,2018-08-02,"Google’s development of a censor-friendly mobile search app sent shares of China’s dominant search engine plunging, but analysts cautioned Google still faces hurdles in regaining entry to the country after a tense departure eight years ago."
134,2018-08-02,A Facebook-led program to help local publishers sign up more subscribers is proving to be a rare bright spot in the social-media giant’s often uneasy relationship with the news industry.
135,2018-08-02,"Organizers of fake Facebook accounts sought to work alongside legitimate groups organizing protests in the U.S., a new strategy in efforts to sow discord through social media."
136,2018-08-01,"Never before have American companies tried so hard to employ fewer people. From Google to Wal-Mart, the outsourcing boom is cutting costs for firms and job security for millions of workers."
137,2018-08-01,"Wall Street Journal Darth Vader, Your Presence Is Required at Our Star Wars Wedding Wall Street Journal In the months before her March nuptials, Tiffany Culpepper sent out an SOS for her Topanga, Calif., wedding. Always a bridesmaid. “DISO [desperately in sea…"
138,2018-08-01,"As part of a larger trend of tech companies helping to wean users off their more-addictive products, Facebook has announced new tools that tallies time spent and nudges you when it’s time for a break."
139,2018-08-01,"Wall Street Journal Facebook's New Message to WhatsApp: Make Money Wall Street Journal Four years after Facebook Inc. FB -0.46% bought WhatsApp for $22 billion, it is formally starting the messaging app on a new mission: bringing in revenue. WhatsApp on Wedne…"
140,2018-08-01,News and analysis from WSJ's Washington bureau
141,2018-08-01,Multinational companies say billions of dollars in revenue and profit are at risk from recent currency fluctuations triggered by escalating tensions between the U.S. and its trading partners.
142,2018-08-01,"Wall Street Journal Global Shares Decline as White House Considers Higher Tariffs Wall Street Journal European stocks followed Asian indexes lower Wednesday, driven down by concerns of further U.S. tariffs on Chinese goods. The Stoxx Europe 600 edged lower 0.…"
143,2018-07-31,The central appeal of social media was that you didn’t have to rely on the judgment of professional editors.
144,2018-07-31,"Change is inevitable, but policy makers should think about how to make it easier."
145,2018-07-31,"Leslie Moonves is a great executive, but nothing good comes from sticking around."
146,2018-07-31,Facebook says it has shut down fake accounts that displayed activity similar to that of Russians during the 2016 U.S. election campaign.
147,2018-07-31,"MUST READS FROM WSJ CITY The eurozone’s economy slowed further in the three months through June, as exports sputtered and business confidence weakened on worries over future relations with the currency area’s largest trading partners. Domestic pressure on Ira…"
148,2018-07-31,A sudden downdraft in tech stocks is once again illustrating the pitfalls of betting on highly-valued stocks.
149,2018-07-31,"Wall Street Journal Stocks Steady After Tech Selloff Wall Street Journal The moves came after a closely watched index of tech stocks fell into correction territory on Monday, hurt by disappointing earnings reports and concerns about growth. The NYSE FANG+ Ind…"
150,2018-07-30,"A closely watched stock index of global technology giants tumbled into correction territory Monday, showing the fragility of investors’ bets on the popular FANG group of stocks."
151,2018-07-30,"WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY Facebook says Europe’s new privacy law, GDPR, contributed to s…"
152,2018-07-30,"Couples are supposed to operate as a team, but sometimes they compete instead. It’s often a sign of envy, which can fester and create resentments."
153,2018-07-30,"Prosecutors indicted China’s former top internet regulator on charges that he took bribes and abused his power, advancing a case portrayed as a sign of President Xi Jinping’s continuing commitment to his far-reaching anticorruption campaign."
154,2018-07-30,"Facebook’s advertisers in Europe are on the front lines of its efforts to tighten privacy practices, and their frustrations help explain why the social-media giant’s troubles are far from over."
155,2018-07-30,All the money in the world can’t get you into some of the world’s best hedge funds.
156,2018-07-29,"July’s jobs report, the Fed’s policy meeting and another round of corporate earnings reports are likely to be the next catalysts for the stock market."
157,2018-07-29,"Wall Street Journal Cambodian Strongman Claims Victory in Election Widely Criticized as a Farce Wall Street Journal PHNOM PENH, Cambodia—After locking up his chief rival, Prime Minister Hun Sen claimed another five years as Cambodia's Lord Prince and Supreme …"
158,2018-07-29,Wall Street Journal Stock Market Fights Off Big Tech Stumbles Wall Street Journal The next big test for the tech sector will come Tuesday when Apple Inc. is projected to report double-digit growth in quarterly earnings and revenue. Even after adding hundreds …
159,2018-07-28,"The digital giant battles click farms, reviewers-for-hire and other scams as merchants try to outsmart its product-ranking system."
160,2018-07-28,Companies typically use only 5% to 10% of the data they collect. They’re beefing up their efforts to use more—but a consumer backlash is brewing.
161,2018-07-27,"Shares of Twitter and Facebook endured a surprise rout this week, as investors were rattled by signs that users are souring on the social-media stalwarts."
162,2018-07-27,"Twitter’s stock price—which had been up over 70% this year—was due for a spill after the company’s crackdown on fake accounts, but shares remain vulnerable to an advertising decline."
163,2018-07-27,"Wall Street Journal At the Expense of US Tech, a European Star Is Born Wall Street Journal American tech firms have been handy punching bags for Ms. Vestager, there is no question. Even the Economist magazine, which likes her crusade, acknowledges she is poli…"
164,2018-07-27,"Wall Street Journal UK Report Calls for More Oversight of Tech Companies Such as Facebook Wall Street Journal Among other things, the U.K. report recommends that tech companies should have legal responsibility to take action against harmful and illegal conten…"
165,2018-07-27,Wall Street Journal Facebook Temporarily Bans Alex Jones Over Video Posts Wall Street Journal Facebook Inc. FB -0.78% said it banned controversial radio host Alex Jones for 30 days for repeatedly posting content that violated the social network's community gu…
166,2018-07-27,"WPP PLC executive Mark Read has emerged as the leading contender to take over as chief executive of the advertising giant, according to people familiar with the matter, following the departure of founder Martin Sorrell."
167,2018-07-27,"To subscribe to the newsletter, please sign up here MUST READS Juncker’s Trade Pitch to Trump: ‘I Can Be Stupid, as Well’: European Commission President Jean-Claude Juncker sold U.S. President Trump on trade detente with a combination of bravado, flip cards a…"
168,2018-07-27,"A controversial outlook takes down the stock’s valuation, but unique risks still aren’t priced in."
169,2018-07-27,Twitter Inc. said its number of monthly users dropped in the second quarter and could continue to fall as it purges fake accounts—illustrating the challenges social-media companies face in trying to clean up their platforms.
170,2018-07-27,"Today in Real Time Economics, we look at U.S. economic growth, inflation expectations, Trump's tactical shift on trade, slower growth in China and France, and how investors unfriended Facebook."
171,2018-07-27,Record operating income is a sign that the company’s boundless ambitions pay off—eventually.
172,2018-07-27,"MUST READS FROM WSJ CITY Amazon’s quarterly profit topped $2 billion for the first time, powered by the company’s newer services businesses that are ushering the online retail giant into an era of swelling profitability. President Trump’s truce with the EU si…"
173,2018-07-26,The tech giant faces new costs to reassure users and regulators.
174,2018-07-26,"Wall Street Journal Facebook Under Pressure to Boost Profits Wall Street Journal With Facebook Inc.'s FB -18.96% relentless growth no longer a given on its main platform, the social-media titan now faces a question that was previously an afterthought: How to …"
175,2018-07-26,Enemies have targeted U.S. military assets with the help of social media.
176,2018-07-26,"Amazon continued its streak of profitability, easily topping $1 billion for the third straight quarter, as the company extends its dominance in online retailing and draws gains from its flourishing cloud-computing business."
177,2018-07-26,Comments from Facebook CEO Mark Zuckerberg and CFO David Wehner on the company’s second-quarter 2018 earnings call Wednesday cast serious doubt about the social network’s seemingly unstoppable growth. Photo: Getty Images
178,2018-07-26,Comments from Facebook CEO Mark Zuckerberg and CFO David Wehner on the company’s Q2 2018 earnings call Wednesday cast serious doubt about the social network’s seemingly unstoppable growth. Photo: Getty Images
179,2018-07-26,"Wall Street Journal Rockefeller Heir Was Contact of Alleged Russian Agent Wall Street Journal Charges against Maria Butina, the Russian accused of being a secret foreign agent, name as one of her contacts “U.S. Person 2.” That person is George O'Neill Jr., a …"
180,2018-07-26,"Wall Street Journal Facebook's Terrible Timing and Why a Trade Deal Matters for Tech Stocks Wall Street Journal The S&P 500, in contrast, returned 7.6% — and would have returned 7.2% if it hadn't been for Facebook, and 3.8% without the other top four big tech…"
181,2018-07-26,Wall Street Journal Facebook Leads Tech -Share Decline Wall Street Journal Investors say the lackluster results have renewed concerns that the massive growth in revenue and profits among some of tech's stalwarts may not be sustainable—and that could put anoth…
182,2018-07-26,"MUST READS FROM WSJ CITY Facebook shares tumbled after the social-media company warned that its growth is slowing. Shares fell 18% in morning trading, erasing about $95 billion in market value for the company, one of the biggest one-day drops ever. The Europe…"
183,2018-07-26,"Facebook shares tumbled after the social-media company warned that its growth is slowing, igniting fears that its fortunes aren’t immune to the multiple controversies it has faced this year."
184,2018-07-26,"The secret of success for Amazon, Google and Microsoft is how much they invest in their own technology."
185,2018-07-26,"Among the companies with shares expected to trade actively in Thursday's session are Facebook, Qualcomm, Ford, American Airlines, Comcast and PayPal."
186,2018-07-26,News and analysis from the WSJ's Washington bureau
187,2018-07-26,"Fairfax Media, the owner of Australia’s oldest newspaper, the Sydney Morning Herald, has agreed to be taken over by Nine Entertainment in a cash-and-stock deal valued at $1.61 billion."
188,2018-07-26,"Good morning from the WSJ City desks in London. WSJ City is the app that delivers concise, smart news on business and finance for mobile. Download for iPhone or Android. Here’s essential reading on today’s developments. MUST READS FROM WSJ CITY President and …"
189,2018-07-26,Wall Street Journal The Conference Call That Shook Investor Faith in Facebook Wall Street Journal The earnings call that cast serious doubt about Facebook Inc.'s FB 1.32% seemingly unstoppable growth started normally enough. Even though Facebook's stock price…
190,2018-07-26,"China’s state-run Cosco Shipping Holdings Co. was hit by a cyberattack that disabled its U.S. website and email systems, but it hasn’t disrupted its global shipping operations, the company said."
191,2018-07-25,"Representatives from Facebook Inc., Alphabet Inc.’s Google and Twitter Inc. have been invited to appear before the U.S. Senate in September for another hearing on foreign activity on their networks."
192,2018-07-25,The robots won’t let me advertise my book on nationalism.
193,2018-07-25,"HBO isn’t going to become a content factory under new owner AT&T Inc., a top executive at the premium programmer said Wednesday at an entertainment-industry gathering."
194,2018-07-25,"Facebook reported slower-than-expected revenue growth in the second quarter, indicating that the social-media website felt some effects from a series of controversies over the past several months."
195,2018-07-25,The social-media giant’s listing for the $30 million subsidiary had been pulled from the country’s business-registration webpage.
