,Date,Snippet
44,20180827,"A United Nations panel says that Myanmar’s top general, Min Aung Hlaing, should be among those tried for a “plan for destruction” of Rohingya Muslims."
45,20180827,"John G. Zimmerman's photos of Arthur Ashe, the first black man to win a singles title at the United States Open, represented the athlete as he lived: a complex and self-possessed man in the midst of a life-altering event."
46,20180827,"Myanmar's military carried out mass killings and gang rapes of Muslim Rohingya with ""genocidal intent"", and the commander-in-chief and five generals should be prosecuted for the gravest crimes under international law, United Nations investigators ..."
47,20180827,"The e-cigarette company says it never sought teenage users, but the F.D.A. is investigating whether Juul intentionally marketed its devices to youth."
48,20180827,Sen. John McCain's death in office has handed Arizona's governor an empty Senate seat to give out &#8212; and a difficult political puzzle to solve before he does.
49,20180827,The education secretary is working hard to protect the scandal-ridden for-profit education industry from accountability. 
50,20180825,"Thousands of Rohingya Muslim were believed killed, and hundreds of thousands driven out of Myanmar in a military-led campaign of ethnic cleansing, but top officers have escaped any consequences."
51,20180825,A former Cambodian opposition lawmaker who has been a strong critic of the government's handling of demarcating the border with neighboring Vietnam has been pardoned by the country's king.
52,20180825,"The conventional wisdom is that morning people are high achievers, go-getters, while late risers are lazy. But what if going to bed in the wee hours is actually an advantage?"
53,20180825,"Living among us are hundreds of fairy gardeners, who maintain a sense of childlike wonder and whimsy by embracing miniature gardening with fairies, gnomes and other mythical figurines."
54,20180825,Empathy is at the core of who we are. That can be painful. 
55,20180825,Abuse survivors and their advocates around the world were closely watching what the pope said about the crisis that has undermined the church around the world.
56,20180825,The thing with every shocking revelation about Trump is that it's already baked into his image. I've never met a Trump supporter who did not know exactly who he is.
57,20180825,Politics 2018: the wives under the bus.
58,20180825,"Like many who slip across the border, Cristhian Bahena Rivera left almost no official trace. Then he was charged with the murder of a college student."
59,20180825,It has been a year since the hurricane devastated our city — and more rain will come soon.
60,20180824,"Italy's populist government said on Friday it would cut funds for the European Union unless other states take in boat migrants stranded in an Italian port, earning a rebuke from Brussels for making unacceptable ""threats""."
61,20180824,"U.S. President Donald Trump accused social media companies on Friday of silencing ""millions of people"" in an act of censorship, but without offering evidence to support the claim."
62,20180824,Indonesia's biggest Islamic organization called for greater tolerance on Friday as it criticized a court that jailed a mother of four for blasphemy after complaining that a mosque in her neighborhood was too loud.
63,20180824,Figuring out the numbers required to remove the automaker from the stock markets is complex — and perhaps even unmoored from reality.
64,20180824,"In a story Aug. 24 about a Palestinian nurse involved in an attack against Israeli forces, The Associated Press reported erroneously that his employer, Doctors Without Borders, said he had been killed by Israeli troops. The group says he was kille..."
65,20180824,The Assad government is not going away soon. But the killing has to stop.
66,20180824,Friday: Remembering a music man and your favorite things about fall.
67,20180824,"The issues that drove protesters to Chicago in 1968 are still motivating our partisan divide, 50 years later."
68,20180824,"The abuse already common in many women’s everyday lives can be amplified in political campaigns, especially if the candidate is also a member of a minority group."
69,20180824,The subscription-based hyperlocal sports website and app is growing quicker than any sports media company in recent memory. But can its expansion be sustained?
70,20180823,The Latest on tech companies and election interference (all times local):
71,20180823,Alphabet Inc's Google said on Thursday it had identified and terminated 39 YouTube channels linked to state-run Islamic Republic of Iran Broadcasting.
72,20180823,"The accounts were linked to the state broadcaster, the company said. The news followed similar moves by Facebook and Twitter."
73,20180823,The Food and Drug Administration had targeted 17 makers and sellers of items loaded with nicotine in packaging that could appeal to children.
74,20180823,Israel said on Thursday that a Palestinian gunman killed by its forces on the Gaza Strip border this week was a nurse working for Medecins Sans Frontieres (Doctors Without Borders) and that it was seeking an explanation from the international aid ...
75,20180823,Activists have called for prosecutors to investigate the stabbing of a 24-year-old black man outside a Pittsburgh bar as a hate crime after video emerged of the white suspect using a racial epithet.
76,20180823,Catholics should not keep on filling the pews every Sunday. It is wrong to support the church.
77,20180823,The U.S. Navy says it is calling off its search for a sailor reported lost at sea earlier this week in the eastern Pacific Ocean.
78,20180823,Italian Deputy Prime Minister Luigi Di Maio said on Thursday his party would vote to suspend funding to the European Union next year unless other states agreed to take in migrants being held on a coastguard ship in Sicily.
79,20180823,"Maybe, but you could try giving him some space and apologizing."
80,20180823,"Cambodian Prime Minister Hun Sen said Thursday that he is considering a ""huge amnesty"" for prisoners so that those released will have a chance to correct their mistakes."
81,20180823,A reader finds that it’s easy to connect with people who are different. We just have to listen to each other. 
82,20180823,Here’s what you need to know to start your day.
83,20180823,"Our investigative reporter who spent 16 days covering the Paul Manafort trial, Sharon LaFraniere, answers our readers’ questions on Manafort’s conviction and Cohen’s guilty plea."
84,20180823,"After President Trump’s Terrible Tuesday, Republican lawmakers need to stop pretending that there are any red lines that he won’t cross."
85,20180822,The White House needs a rewrite.
86,20180822,Facebook showed it was proactive against online threats when it revealed new global influence campaigns this week. But being proactive is far from finding a solution.
87,20180822,A suburban Detroit police officer has been suspended after using a stun gun on a combative man while he was holding an infant.
88,20180822,"Dozens of people have been protesting outside a local tax collector's office in Florida, demanding that he resign for posting on Facebook what many perceive was an anti-Muslim comment."
89,20180822,The principled case for impeachment is clear. What’s missing is the courage.
90,20180822,"The Kremlin on Wednesday rejected allegations from Facebook that Russia's GRU military intelligence service had been using the social media site to run disinformation campaigns, saying it did not understand the basis for such accusations."
91,20180822,Authorities have released video showing the crash of a police helicopter in Arkansas that left one person injured.
92,20180822,"Facebook Inc, Twitter Inc and Alphabet Inc collectively removed hundreds of accounts tied to an alleged Iranian propaganda operation on Tuesday, while Facebook took down a second campaign it said was linked to Russia."
93,20180822,Revelations from the Michael Cohen and Paul Manafort court cases could make it harder for the president to continue his sweeping deregulation.
94,20180822,Wednesday: Mental health at jobs and a new hub for freelancers.
95,20180822,"One group is using it to bring Israeli and Palestinian youth together. So far, it’s working."
96,20180822,"Who knows, the once-cocky fixer, now humbled, could find himself a star witness at hearings on impeachment of our 45th president. "
97,20180822,"Your daily look at late-breaking news, upcoming events and the stories that will be talked about today:"
98,20180822,Here’s what you need to know to start your day.
99,20180822,Our humanity is a process that begins with negation. 
100,20180821,The case highlighted the little-reported subject of underage sex trafficking in the Dominican Republic.
101,20180821,The man who tried to assassinate President Ronald Reagan will soon undergo a new round of psychological tests before a court decides if he can live under fewer restrictions in a gated community in Virginia.
102,20180821,Sharon Moore had heard the stories about her father getting his duffel bag stolen on his way back from the Korean War. The New Hampshire woman never expected to see any of the contents.
103,20180821,"The S&amp;P 500 stock index rose as much as 0.57 percent on Tuesday to 2,873.23, putting it just above its previous record high of 2,872.87 on Jan. 26. Bolstered by quarterly earnings reports and a rise in stock buybacks, the benchmark S&amp;P 500..."
104,20180821,"Red salmon, a summertime pleasure that feeds residents through the winter, has failed to show up this season in most rivers."
105,20180821,"We know that trolls on social media are trying to sow discord on contentious subjects like race, guns and abortion, but how do they do it? Here is a visual guide to their strategy."
106,20180821,"There’s scant middle ground in the great New Jersey bear hunt debate, the governor has learned."
107,20180821,Chicago police say disciplinary action is being taken against two officers after photographs of them sleeping inside a police vehicle spread on social media.
108,20180821,"No one is sure whether spirits can convey “terroir” like wine does. But distillers are seeking, and selling, that sense of place."
109,20180821,Maybe she just had a few babies to deliver.
110,20180821,"Towns where people use Facebook more also had more attacks on refugees, building on suspicions that the platform makes users more prone to violence."
111,20180821,I try to remember that every living thing arose from essentially the same genetic foundation. 
112,20180821,The magazine’s Ethicist column on accidentally finding out online that your child has kids and handling a relative with an addiction.
113,20180821,"India said Facebook-owned WhatsApp had pledged on Tuesday to develop tools that would combat fake messages, to help the country crack down on people whipping up public anger through  mass message forwards on social media."
114,20180821,"Indonesian officials have defended a street parade that involved veiled kindergarteners carrying replica weapons, with police saying they will arrest the person who uploaded a video of the event to Facebook."
115,20180821,"Honeybees are under siege, straining the business of farming. Now growers are turning to other bee species to help their crops. "
116,20180821,"Hala Shiha quit the glamorous film industry a decade ago to embrace a more religious lifestyle, adopting the traditional Muslim headscarf, or hijab, along with loose, long-sleeved clothes. The Egyptian movie star later was seen wearing the even mo..."
117,20180821,Microsoft has uncovered new Russian hacking efforts targeting U.S. political groups ahead of the midterm elections.
118,20180821,"Microsoft was surprised not that recent “spear phishing” attempts had occurred, but that they targeted traditional conservative think tanks. Those groups have been critical of Russia."
119,20180821,"It was a beautiful morning, according to New Zealand's minister for women, so after 42 weeks of pregnancy she decided to hop on her electric bicycle and ride to the hospital to give birth to her first child."
120,20180820,Monday: Route 495 repairs and a summer of magic.
121,20180820,He believed in the vision of the United Nations but understood that it might never achieve it.
122,20180820,The imprisonment of Bangladesh’s most respected photojournalist illustrates the country’s drift toward autocracy.
123,20180820,"The divergent geography of 2018 means we will really have two midterm elections, and one favors Republicans."
124,20180820,"Summer is ending, and all my baby birds are leaving the nest. "
125,20180820,We don’t see the problem with our self-importance because our narcissism is so complete. 
126,20180820,"Transgender and gender variant issues have more recently become part of the public consciousness, but many narratives leave out those who are older."
127,20180820,"U.S. businesses have a message for the Trump administration: New tariffs on $200 billion (&#163;156.42 billion) of Chinese imports will force Americans to pay more for items they use throughout their daily lives, from cradles to first bicycles and..."
128,20180819,"Rejecting the strictly Orthodox monopoly over marriage and divorce, Israeli Jews increasingly opt for alternative weddings."
129,20180819,"The more Trump is cornered, the more he mirrors Richard Nixon."
130,20180818,"It is in the striving, and also in what we are striving for."
131,20180818,"For the first time in modern history, Republicans are refusing to request a Supreme Court nominee’s relevant papers. "
132,20180818,"Watch out, the secretary of education is on the loose."
133,20180817,The department suggested Facebook could be held liable if housing providers used the site’s targeting tools to discriminate against prospective renters and buyers in advertising their properties.
134,20180817,"“I never expected — or wanted — to have to be a whistleblower,” Cara Mund, the winner of Miss America 2018, wrote in a letter."
135,20180817,A group of top former intelligence and military leaders are sending a message to the nation’s troops and spies: think twice before following the president’s orders in a crisis. 
136,20180817,"Paired with raspberries in this summery dessert, the smooth-skinned fruit bubbles beneath sweet biscuits studded with candied ginger and pistachios."
137,20180817,"A motion filed on behalf of a Sandy Hook victim’s father accused Mr. Jones, who is being sued for spreading false claims about the 2012 school shooting, of deleting videos and social media posts."
138,20180817,Remembering Ms. Franklin’s last-minute substitution for Luciano Pavarotti at the Grammy Awards was a highlight of the week.
139,20180817,"When you see someone who looks like you, it reveals what is possible. "
140,20180816,I’ll cut straight to the chase: I want in.
141,20180816,"With the departure of a compromised top prosecutor, the country’s new president can now take on endemic corruption in government and the ruling African National Congress. "
142,20180816,"Lugging her cumbersome camera around mid-20th century New York, Evelyn Hofer captured a rapidly changing city, slowly, sensitively and methodically."
143,20180816,The cheese was found in a tomb that had been thought lost to shifting sands until it was rediscovered in 2010.
144,20180816,Facebook gives political campaigns the ability to tailor ads to as few as 20 people. Critics say the technique can polarize and manipulate voters.
145,20180816,"“People think that if you overdose on drugs, you either die or you’re O.K., but that’s not true.”"
146,20180816,How the Queen of Soul preached to us all.
147,20180816,"Chris Watts was arrested Wednesday in Frederick, Colo., on suspicion of killing his pregnant wife and two young daughters."
148,20180816,"To dig a nest tunnel quickly and get the most out of their efforts, 30 percent of fire ants do 70 percent of the work."
149,20180816,Scientists at Lawrence Livermore National Laboratory said they were “converging on the truth” in an experiment to understand hydrogen in its liquid metallic state.
150,20180815,He was serving a life sentence for his role in importing heroin and was accused of plotting to murder the mastermind of the theft of drugs from the police.
151,20180815,"In order to post a picture to Facebook or send an email, Cubans must buy an access card and find a public hot spot. But a recent test hinted that this may soon change."
152,20180815,"Shelly Fitzgerald, who works at a Catholic School in Indianapolis, was put on paid leave after school leaders got a copy of her marriage certificate."
153,20180815,"Readers wrote about harnessing the power of their identities when offering an opinion, but without relying on it to do the work for them."
154,20180815,"By making monasteries, of a sort, of our homes and hearts, we may develop the spiritual disciplines necessary to endure this seemingly endless trial. "
155,20180815,"After becoming the target of a hateful online campaign, Maddie, a seventh grader in a small Oklahoma town, said, “I’m going to keep my head held up high.”"
156,20180815,"Bureaucratic reshuffling made it difficult for the company, an emblem of Chinese innovation, to get approvals to make money off new games, hurting earnings."
157,20180815,"For this issue, a look at the unlikely activists who took on Google and Facebook as they made billions mining personal data."
158,20180815,Some of the biggest recycling operations are owned by landfill companies whose profits improve when recycling doesn’t work well.
159,20180815,The Metropolitan Police said a 29-year-old man from Birmingham had been arrested on suspicion of attempted murder. Local news reports named him as Salih Khater.
160,20180814,A president doesn’t have the right to dispense with laws he dislikes.
161,20180814,But justice will prevail.
162,20180814,"We are a long way from the Stoicism of Seneca, but grief and how we deal with it is still a vital part of the human experience. "
163,20180814,"Tuesday: A peaceful part of the city, and a bath for a titanosaur."
164,20180814,Officials had criticized the Foreign Correspondents’ Club of Hong Kong for hosting a talk by the founder of a party the government wants to ban.
165,20180814,"The only vaccine was taken off the market more than 15 years ago. As reports of the disease skyrocket, researchers are working on a new one."
166,20180814,"Mining personal data has become a trillion-dollar business — which is why activists are pushing laws to curb the practice, and why Facebook and other companies are desperate to stop them."
167,20180814,"Donna Gottschalk’s photographs reveal the radical lesbian, sometimes separatist, communities she was a part of in the late ’60s and ’70s."
168,20180813,Executives are permitted to disclose market-moving information on social media. But Mr. Musk has provided regulators ample opportunity to re-examine the policy.
169,20180813,"Orthodoxy should be respected, but we cannot allow the politics of a radical minority to alienate millions of Jews worldwide. "
170,20180812,"In 1985, Billy Ray Irick committed a hideous crime in Tennessee. Last week, the state of Tennessee responded in kind."
171,20180812,"Madison Jane Lyden, 23, was killed while bicycling in New York during “the trip of a lifetime.” A garbage truck driver has been charged in her death."
172,20180812,"The investment of venture capital money into ad tech start-ups is falling sharply, helping push a wave of acquisitions."
173,20180812,"The president inflicts pain, all right."
174,20180812,Here’s what you need to know about the week’s top stories.
175,20180812,"Many of the sites are gone or have been transformed, but one woman offers tours to help preserve a legacy at risk of being forgotten."
176,20180811,"Want to understand how workers so often get a raw deal, even during a growing economy? Ask long-haul truckers."
177,20180811,"No parent wants to put his or her child’s life at risk. But for families like mine, crossing the border was our only hope for a better future. "
178,20180811,Trump’s winning coalition and its weaknesses.
179,20180811,Searching for a shared humanness in North Korea.
180,20180810,Ramadan Dabash doesn’t care if you call him a collaborator. 
181,20180810,"Two years earlier, she rejected the ambitious, Manhattan version of herself. After an ugly breakup, it was time to get her back."
182,20180810,"Twenty months after the president-elect reached a deal to keep blue-collar jobs from leaving the country, absenteeism plagues the Indiana plant."
183,20180810,"As exasperating as the debate about tech giants’ role in policing content may be for Americans, people in China can only dream of having such discussions."
184,20180810,The clash over the proposal exposes the tensions within the E.P.A. over the Trump administration’s efforts to roll back environmental regulations.
185,20180810,"It’s the only way to achieve universal, affordable and high-quality health insurance."
186,20180810,"To participate, just post a comment here by Aug. 17 at 7 a.m. Eastern. This week’s winners will be announced on Aug. 28."
187,20180810,Not every opinion needs to be underwritten by your race or gender or other social identity.
188,20180810,"Yes, a majority of Americans find Trump repulsive. But more important, his policies are not popular. "
189,20180810,"Echoes of the majoritarian rhetoric preceding the ethnic cleansing of the Rohingya can be heard in India as four million, mostly Bengali-origin Muslims, have been effectively turned stateless. "
190,20180808,"Days after Google, Facebook and Apple removed Infowars content, the app from the right-wing conspiracy site has surged in downloads."
191,20180808,"The president, either willfully ignorant or playing to his base, tweets nonsense about the California wildfires and refuses to acknowledge the role of climate change in the disaster."
192,20180808,A foster parent of a child found last week at a New Mexico compound told the authorities that adults there had trained the child to use an assault rifle to carry out school shootings.
193,20180808,"Inwood will be the fifth neighborhood to be rezoned under Mayor Bill de Blasio, who has pledged to use zoning laws to increase affordable housing."
194,20180808,Some researchers think mechanical brushes aren’t just some spa amenity for dairy cows — they’re important to the animal’s well-being. 
195,20180808,"In this week's newsletter, we've got a bit about everyone's favorite summer pest, and about Trump’s plan to freeze standards on automobile pollution."
196,20180808,"Shahidul Alam, Bangladesh’s best-known photojournalist, was arrested after posting Facebook video in which he appeared to criticize the government’s handling of recent student-led protests."
197,20180808,Here’s what you need to know to start your day.
198,20180808,"When it comes to online comments and discourse and what you can do to limit their toxicity, you only have a certain amount of power. The real leverage lies with the tech companies. "
199,20180808,The episode prompted calls by Cincinnati officials to change a rule that allows police officers to use stun guns on children as young as 7.
200,20180807,Television dramas and comedies thrive on complexity. But journalism’s reductive picture of society makes America more polarized and feeds the extremes.
201,20180807,"The maker of Snapchat said it lost 3 million daily active users in the latest quarter, following similar drops or flattening growth from Facebook and Twitter."
202,20180807,"The Facebook-owned messaging service says it is still safe, and what Check Point Software discovered was a system operating as it was intended."
203,20180807,"Human visitors scared away least terns, which are considered a threatened species in the state, and used their eggs to decorate the sand."
204,20180807,"The rules that Apple, Google, Facebook and Twitter follow in their roles as arbiters of online speech are often vague. Critics say they are arbitrary."
205,20180807,Here’s what you need to know at the end of the day.
206,20180807,Donald Trump’s “look over there” media strategy is a trap that keeps Democrats from focusing public attention on his bad policies.
207,20180807,"For a generation of people with cochlear implants, technology is transforming the experience of deafness."
208,20180807,"Flynn McGarry, who has been charging money for meals since he was 13, gets his first real restaurant at age 19."
209,20180807,"Tesla’s chief executive suggested that being a public company, beholden to shareholders, created perverse incentives for short-sellers."
210,20180806,America needs a new model of campaign finance not to supplant the political marketplace but to correct for its inadequacies. 
211,20180806,Police officers and paramedics went into overdrive to respond to a torrent of street violence. Officials blamed judges and parents.
212,20180806,"The time has come to end cash bail, a major factor in inequality in the court system."
213,20180806,Monday: “Shaping” surfboards in the city and Andy Warhol’s birthday.
214,20180806,Domestic migrant workers in the Middle East continue to face confinement and abuse.
215,20180806,Some people changed which party’s nominee they voted for from 2012 to 2016. They are key to who wins the House and Senate.
216,20180806,"After the government sought to ban the pro-independence Hong Kong National Party, officials have tried to keep its leader from giving public talks"
217,20180806,"Robyn Price Pierre looked to her family, classmates and friends to create personal photos exploring black fatherhood."
218,20180806,"Australia’s race commissioner exited office with an indictment of race-baiting commentators and politicians. Here are excerpts from his speech, annotated. "
219,20180806,I’ve become invisible. I like it.
220,20180804,"Democrats are shifting left on immigration, and it shows at the polls. "
221,20180804,"Targeted by the Taliban in northern Afghanistan, the Islamic State militants turned themselves into the government, but many civilians are furious at what they see as lenient treatment."
222,20180804,A queer online dating community has formed around an old-school format for hookups.
223,20180804,"The suspect had four run-ins with officers at three national parks in a week, the authorities said. Now, he’s in jail."
224,20180804,"From Paul Manafort’s trial to multiple presidential rallies, it’s been a busy week. Here’s what you might’ve missed (and some links if you want to read further)."
225,20180804,The nation state is trumpeted. The nation state is redundant. 
226,20180804,Summer fun: Do you really want Paul Manafort on the grill?
227,20180803,One Irish woman’s unscientific investigation.
228,20180803,Pope Francis declares capital punishment unambiguously wrong. No exceptions. 
229,20180803,All of the weddings right here on one handy page for you.
230,20180803,The remarkably successful Ohio State football coach is learning that tolerance for off-the-field problems is at an all-time low.
231,20180802,"Apple is part of a group of giant companies that dominate the United States economy. That is good for financial markets, but not necessarily for everyone else."
232,20180802,Newly discovered early glimmers of legal brilliance from “America’s lawyer.”
233,20180802,"President Trump and Giuseppe Conte, the new Italian prime minister, play to their publics by demonizing immigrants. "
234,20180802,Here’s what you need to know at the end of the day.
235,20180802,"His photographs of mid-20th-century New Yorkers capture a moment in the city, but more than that, they preserve the people who lived those moments."
236,20180802,The Smith College student was sitting in a common area when a staff member reported her. The college’s president has apologized and the staff member was placed on leave.
237,20180802,"The legislation is one of the biggest efforts to date by Congress to wrestle back some authority to shape foreign policy, but whether it could actually become law is another question."
238,20180802,"Nearly four decades after the Sandinistas overthrew the Somoza dynasty, Nicaragua is once again in the grip of tyranny. "
239,20180802,"By its astoundingly cynical approach to deficits and debt, the G.O.P. has opened the door to an expansive left. "
240,20180801,"Kelvin Droegemeier, a well-regarded meteorologist, has a long research record. But his views on climate change are not well known. "
241,20180801,"His satires were not well received by the Soviet authorities, and in 1980 he thought it best to live in the West until things thawed out."
242,20180801,A report by an independent journalist included text message exchanges suggesting Meyer knew of Zach Smith’s abusive relationship with his wife. Meyer said last month he did not.
243,20180801,"How a 57-year-old civil servant who likes to cook, read and write found herself boxing in the outback. "
244,20180801,"State Representative Nick Sauer, a Republican, said he would leave office hours after a report that he used an Instagram account with the photos to “catfish” men online."
245,20180801,Here’s what you need to know at the end of the day.
246,20180801,"The woman, a 22-year-old engineering student, has created a website and Facebook page for other women to share stories of sexual harassment."
247,20180801,State officials announced lawsuits targeting a half-dozen sites around the state where communities are still feeling the effects of pollution.
248,20180801,"Lesley Nneka Arimah’s debut short story collection is our August pick for the PBS NewsHour-New York Times book club, “Now Read This.”"
249,20180801,"Alex Stamos, Facebook’s chief security officer, is joining Stanford to teach and to examine the role of security and technology in society."
250,20180801,Recent incidents around the country have raised questions about diversity training in the hotel industry.
251,20180801,"Facebook’s earnings report sent tech stocks cratering. But don’t let that fool you: Apple, Google, Facebook, Amazon and Microsoft are still on their way to dominating the future."
252,20180801,"Poking fun at President Trump for how often he repeats “No collusion,” Stephen Colbert said, “He uses it for every occasion — it’s like his ‘aloha.’”"
253,20180801,"Melissa Ann Pinney’s project exploring female identity spans three decades and presents women and girls as subjects in their own right, not as accessories in the lives of men."
254,20180801,Cody Wilson is engaged in a legal fight to distribute blueprints for printing 3-D weapons. He calls his efforts “a pretty mainline American idea.”
255,20180801,Here’s what you need to know to start your day.
256,20180801,"The chain, Aloha Poke Co., which sent cease-and-desist letters to restaurants with similar names, has apologized after being accused of cultural appropriation."
257,20180801,Chicago commemorates a crusading hero who never got the recognition she deserved.
258,20180731,Its new president can help his country and the world by tackling climate change through sustainable development.
259,20180731,The Treasury secretary floats a plan to hand $100 billion in capital gains tax savings to his moneyed friends. It’s almost certainly illegal. 
260,20180730,"Toxic algal blooms are not unusual off the state’s coast, but the current episode is the longest in more than a decade. "
261,20180730,"Some state Republicans were for building a border wall before Donald Trump gave it a thought. But in many rural areas, immigrants are keeping the place alive."
262,20180730,"To understand why white supremacists back the president, we have to understand the books that define their worldview."
263,20180730,I am fluent in Israel’s language and culture. I respect its laws. And the new Nationality Law rejects me.
264,20180730,The people who stand to benefit most from self-driving cars need to be heard.
265,20180730,Rising carbon dioxide levels are making the world greener. But that’s nothing to celebrate. 
266,20180730,Bret Stephens imagined Trump’s re-election. I imagine the opposite.
267,20180730,"Monday: A common phenomenon in New York, and staples for a city picnic."
268,20180730,"This year’s monsoon season has brought crippling floods to Southeast Asia, in some cases worsened by a lack of emergency preparations by governments."
269,20180730,The key difference is among regional cultures tracing back to the nation’s colonization. 
270,20180728,Don’t argue with 4.1 percent growth.
271,20180728,The president’s plans for a new military force could spur an extraterrestrial arms race and make combat in orbit more likely. 
272,20180727,"Imran Khan, cricket-star-turned-politician, promises a new path for Pakistan. But his ties to the military, and his own at-times erratic behavior, may stand in the way."
273,20180727,"Growing up in a friendly Dallas suburb, I never imagined the hostility lurking beneath the surface."
274,20180727,"I shut down the sprinkler system and tested a new aesthetic. To my delight, I discovered that it’s beautiful. "
275,20180727,The performance of social media companies depends on avoiding scandals and protecting users. Will investors come to see that?
276,20180727,"In Europe, plants created with gene-editing technologies will be stringently regulated as G.M.O.’s. But older crops whose DNA has been altered will be left alone."
277,20180727,Scores of people dying needlessly on the outskirts of Athens looks more like carelessness than fate. 
278,20180727,"A Facebook suspension and a YouTube probation, for videos that violated policies, followed weeks of controversy over Mr. Jones, who oversees Infowars."
279,20180727,Is urban honey tainted by pollution? 
280,20180726,A Baltimore-based community program provides the architecture for kids’ success.
281,20180726,Here’s what you need to know at the end of the day.
