,Date,Description
99,2018-08-28,"John Berman opened up ""AC360"" Monday night perplexed. Perplexed as to why it took the White House a storm of controversy to do what was right and offer praise for Sen. John McCain."
100,2018-08-28,"Camilo Egaña: ""John McCain muerto ha doblegado a Donald Trump. La bandera ondea a media asta. Y la Casa Blanca ha dicho lo que tenía que decir""."
101,2018-08-28,"If you think Charleston, South Carolina, has plenty of history within its pre-Colonial grounds, just look at what's been hiding 160 miles off the city's coast for thousands of years: a giant deep-sea coral reef system. The chief scientist who helped make the …"
102,2018-08-28,
103,2018-08-28,"President Donald Trump assembled a cadre of advisers in the Oval Office in January to discuss the FBI's crumbling and outdated headquarters. His FBI head, chief of staff and budget director, and the government's head of property management had just huddled an…"
104,2018-08-27,"On the same night Sen. John McCain's death was announced, Senate Minority Leader Chuck Schumer said he wanted to change the name of the Russell Senate Office Building after his friend."
105,2018-08-27,"At a dinner for evangelical leaders, President Trump finally spoke about the late Sen. John McCain, saying he appreciates McCain's service."
106,2018-08-27,"Former Trump campaign chairman Paul Manafort sought a plea deal before his trial in Washington, DC, federal court next month, but talks stalled over issues raised by special counsel Robert Mueller, The Wall Street Journal reported Monday, citing people famili…"
107,2018-08-27,President Trump had vowed to get rid of NAFTA which he blamed for the loss of thousands of auto jobs. But his trade deal with Mexico won't make big changes.
108,2018-08-27,"Republican Senate candidate Kelli Ward apologized Monday for suggesting an announcement by Sen. John McCain's family that he would end his cancer treatment was designed to hurt her campaign, saying her comment had been misinterpreted."
109,2018-08-27,"Izurieta: ""La vida de líderes políticos como el senador McCain nos recuerdan que debemos siempre aspirar a más y no a menos""."
110,2018-08-27,"Republican Sen. James Inhofe told reporters Monday that Sen. John McCain was ""partially to blame"" for the controversy over the lowering of the White House flag."
111,2018-08-27,"The top government official in charge of regulating student loan companies is resigning in protest, writing in a blistering letter that the Trump administration has abandoned consumers."
112,2018-08-27,"President Donald Trump says NAFTA will be renamed the ""US-Mexico trade agreement"" after the two countries reached a preliminary agreement resolving key bilateral trade issues."
113,2018-08-27,President Donald Trump offered brief plaudits for the recently passed Sen. John McCain in a statement on Monday after responding only with silence to questions about the Vietnam War veteran.
114,2018-08-27,"On Monday, President Donald Trump released the following statement regarding the death of Republican Sen. John McCain."
115,2018-08-27,"After traveling to the hotbed of illegal immigration and drug trafficking, Republican Rep. Will Hurd is more convinced than ever that America doesn't need a border wall."
116,2018-08-27,"On Sunday night, as the political world was wondering whether he might offer a more fulsome celebration of the life of John McCain, President Donald Trump instead tweeted this:"
117,2018-08-27,"To hear President Donald Trump tell it on Monday, the United States is abandoning the NAFTA free trade deal between the US, Canada and Mexico in favor of a bilateral agreement between the US and Mexico. And possibly a second bilateral deal with Canada."
118,2018-08-27,"The central appeal of reality TV is voyeurism. We get to go to places -- bedrooms, boardrooms -- that cameras normally aren't allowed. We get to see how other people live, love and lust, without having to reveal any of our own personal secrets."
119,2018-08-27,"A Bloomberg News reporter who covered Wells Fargo was reassigned earlier this year after the bank's CEO called the news organization's editor in chief and complained about the reporter, multiple people familiar with the matter told CNN."
120,2018-08-27,"Given several opportunities, President Donald Trump ignored questions about the passing of Sen. John McCain and the legacy he left behind."
121,2018-08-27,"President Donald Trump on Monday hailed an agreement between the US and Mexico to change parts of NAFTA, but a new poll has found most Americans disapprove of how he has handled trade negotiations with other countries."
122,2018-08-27,"As the nation mourns the passing of Sen. John McCain, Arizona Republicans are holding a Senate primary Tuesday in which one of the candidates suggested the announcement that McCain was stopping medical treatment was timed to hurt her campaign."
123,2018-08-27,"South Africa's top diplomat has dismissed US President Donald Trump's remarks about white farmers in her country's land reform process, saying it reflects ""right-wing ideology."""
124,2018-08-27,"Además de los temas más calientes que el presidente saliente deja al entrante (corrupción, violencia, etc.), aquí hay un repaso a seis cosas por las que se recordará a Peña Nieto tras seis años de Gobierno."
125,2018-08-27,"Fifty years ago, violence erupted in Chicago at the Democratic National Convention. Those protests still have much to teach us, says historian Peniel Joseph."
126,2018-08-27,"President Donald Trump says NAFTA will be renamed the ""US-Mexico trade agreement"" after the two countries reached a preliminary agreement resolving key bilateral trade issues."
127,2018-08-27,"A Democratic member of the House Intelligence Committee says that, in light of new developments, key figures in the Russia investigation, including Donald Trump Jr., should be subpoenaed to testify again."
128,2018-08-27,"Just after midnight on Sunday night, the flag flying above the White House was hoisted back to full staff."
129,2018-08-27,"Trump's weak response to McCain's death reaffirms his inability to play the role of political healer, even to honor a man from his own party, writes Michael D'Antonio."
130,2018-08-27,"El nombre de McCain exige una gran cantidad de respeto que muchos de los hombres que lo golpearon nunca podrían disfrutar. Aquí había un hombre que le dio todo a su país: su carrera, su cuerpo, su vida."
131,2018-08-27,Un alto funcionario estadounidense dice que Estados Unidos y México están en camino de anunciar los detalles de un acuerdo este lunes. Los negociadores trabajaron todo el día el domingo y se esperaba que volvieran a reunirse esta mañana en Washington. El func…
132,2018-08-27,"John Sununu, a former chief of staff to President George H. W. Bush, dismisses reporting from The Washington Post and CNN that President Trump rejected sending out a statement drafted by the White House that praised John McCain."
133,2018-08-27,"Trump y McCain tenían una relación tensa, y McCain fue uno de los más abiertos críticos republicanos del Gobierno."
134,2018-08-27,"Los días de luto por el senador de Arizona, incluido un homenaje en la rotonda del Capitolio y la pompa de un servicio en la Catedral Nacional de Washington, seguramente se convertirán en algo más que simplemente honrar a un líder político singular y un héroe…"
135,2018-08-27,"This was definitely not your typical August, slow news weekend. So let's get straight to what you need to know to Get Up to Speed and Out the Door. (You can also get ""5 Things You Need to Know Today"" delivered to your inbox daily. Sign up here.)"
136,2018-08-27,1. Tesla to remain public: Shares in Tesla were poised to slump 5% on Monday after CEO Elon Musk said that he had given up on plans to take the electric-car company private.
137,2018-08-27,Here's what you need to know about the markets before you start your business day.
138,2018-08-27,"In Washington, even death is political -- a fact John McCain well understood as a sought-after eulogizer himself, and by planning his funeral rites to exclude President Donald Trump, he will making an unmistakable posthumous statement directed at the White Ho…"
139,2018-08-27,"President Donald Trump went against the advice of senior aides to issue an official White House statement praising Sen. John McCain for his heroism and decades of service, telling aides he instead wanted to post a brief tweet, The Washington Post reports."
140,2018-08-26,"Following the death of Sen. John McCain on Saturday, politicians and supporters across the country were left remembering the legacy of a strong political figure who withstood a Washington career that spanned four decades, two failed presidential bids and a li…"
141,2018-08-26,"China, South Korea and Russia are likely to move ahead with closer relations with North Korea even as the US complains denuclearization is going nowhere, writes Sam Vinograd"
142,2018-08-26,"Hillary Clinton called Sen. John McCain a ""warrior-patriot"" in an interview that aired Sunday on CNN, saying she saw in the Republican senator from Arizona ""a patriot regardless of party."""
143,2018-08-26,"Hillary Clinton called Sen. John McCain a ""warrior-patriot"" in an interview that aired Sunday on CNN, saying she saw in the Republican senator from Arizona ""a patriot regardless of party."""
144,2018-08-26,"So many Trump lies, so little time? Carl Bernstein, David Zurawik and Margaret Sullivan join Brian Stelter to discuss how to cover, in Bernstein's words, ""a president of the United States who habitually lies."""
145,2018-08-26,Dan Rather remembers Senator John McCain as a valuable source and defender of the press.
146,2018-08-26,"Hidden in the defense bill Trump signed last week is a bill that will make the Small Business Administration much more helpful to employee-owned businesses, which many see as a remedy for rising inequality in America."
147,2018-08-26,"In death, Senator John McCain has let loose an international outpouring of sympathy, respect and thinly veiled criticism of President Trump."
148,2018-08-26,"Dean Obeidallah writes that Trump's presidency has all the elements necessary to make it a successful TV crime miniseries -- hush money, secret recordings, an adult film star, witnesses ""flipping"" and a whole lot of tweets."
149,2018-08-26,"Trump's acknowledgment that Beijing is not helping the US with North Korea is just the beginning of the diplomatic fallout we may see from his trade war, writes YJ Fischer."
150,2018-08-26,"From the trade war with China and oil sanctions on Iran to the midterm election, there's plenty of market drama coming."
151,2018-08-26,"On Saturday, an extremely important figure in American political history, Arizona Sen. John McCain, passed away at 81. He left behind a robust and impressive career in public service. Following his tour of duty in Vietnam and his long captivity as a POW, McCa…"
152,2018-08-26,"President Donald Trump broke his closely watched silence on Sen. John McCain, tweeting his ""deepest sympathies and respect"" to the family of the senator after his death was announced on Saturday night."
153,2018-08-26,"John McCain once took on Hillary Clinton in a drinking contest. It was at a restaurant in Estonia in 2004, during a congressional tour. Both politicians managed four shots of vodka; the rules were unclear, but Hillary -- McCain's one-time political rival -- w…"
154,2018-08-26,The humanity and character of the late Senator McCain will be mourned deeply on both sides of the political aisle. He embodied a more moderate brand of conservatism -- one that could separate politics and friendship -- that now feels distant and very much mis…
155,2018-08-26,"The political world is paying tribute to Sen. John McCain, who died Saturday at the age of 81. These are the messages of mourning and tribute to the Republican senator, war hero and conservative maverick."
156,2018-08-26,"Meghan McCain and President Trump release a statement on the passing of John McCain, Arizona senator and former Republican presidential candidate."
157,2018-08-26,"John McCain, Arizona senator and former Republican presidential candidate, has died at the age of 81 and helped plan his own funeral and told several that he did not want President Trump to attend his funeral service."
158,2018-08-26,"El presidente de Estados Unidos, Donald Trump, envió sus condolencias a la familia de McCain."
159,2018-08-26,"Se le conocía como un ""inconformista"" por sus opiniones políticas independientes y a veces, divisivas. Probablemente su vida fue moldeada por los cinco años y medio que pasó como prisionero de guerra en Vietnam."
160,2018-08-25,"Anthony Scaramucci predicted Saturday that President Donald Trump ""would have a nightmare on his hands"" if he fired Attorney General Jeff Sessions."
161,2018-08-25,"A right-wing conspiracy theorist and QAnon-believer appeared to visit President Donald Trump in the Oval Office on Thursday, according to a picture posted on his Twitter account."
162,2018-08-25,"Some anchors on Fox News say President Trump is lying about Michael Cohen and Stormy Daniels, while The Washington Post fact-checkers gave him four pinocchios."
163,2018-08-25,President Donald Trump continued to publicly blast Jeff Sessions in a series of tweets on Saturday. The President's propensity for using Twitter to air his grievances against his attorney general is nothing new.
164,2018-08-25,A federal judge on Saturday invalidated important sections of three executive orders issued by President Donald Trump that made it easier to terminate federal employees and weaken their labor unions.
165,2018-08-25,"""No quiero que la memoria de Mollie se pierda entre la política"", preocupaba Billie Jo Calderwood, la tía de Mollie Tibbetts, la adolescente de Iowa cuyo cuerpo fue recuperado este martes. Las preocupaciones de Calderwood han sido en gran parte inútiles, ya q…"
166,2018-08-25,President Donald Trump has repeatedly used the killing of 20-year-old college student Mollie Tibbetts as fuel for a new round of political attacks less than three months out from the midterm elections.
167,2018-08-25,"Un exportero de la Torre Trump quien dice tener conocimiento de un supuesto romance que el presidente de Estados Unidos, Donald Trump, tuvo con una ex ama de llaves, que resultó en el nacimiento de un bebé, ahora puede hablar de un contrato con American Media…"
168,2018-08-25,"La idea de que Trump no sabía nada del National Enquirer en marzo de 2016 es ridícula. Y es un ejemplo más de que Trump no dice la verdad cuando se enfrenta a una situación en la que la verdad haría las cosas incómodas para él, escribe Chris Cillizza de CNN."
169,2018-08-25,"The nation has been watching an epic battle between fact and fiction for more than a year. This week, with the major legal developments regarding Paul Manafort and Michael Cohen (President Donald Trump's former campaign manager and fixer, respectively) the po…"
170,2018-08-25,"Former CIA Director John Brennan accused President Trump of dividing the US in an interview on HBO's ""Real Time with Bill Maher,"" saying he's ""concerned about whether this could spill over into the streets."""
171,2018-08-25,"President Donald Trump publicly criticized his own attorney general, Jeff Sessions, again on Saturday, saying this time that Sessions doesn't understand what's happening beneath him at the Department of Justice."
172,2018-08-25,"Supreme Court nominee Brett Kavanaugh has demonstrated a deep suspicion of government regulation, a pattern aligned with the Trump administration and perhaps best exemplified by his dissent in the case of a killer whale that attacked a SeaWorld trainer."
173,2018-08-25,
174,2018-08-25,"Jerry George, who worked for the National Enquirer for 28 years, tells Erica Hill he thinks David Pecker would turn on President Trump to ""save his own skin."""
175,2018-08-25,"It was a message in a bottle from the land of irrelevance. Abu Bakr al-Baghdadi, the self-appointed caliph of the Islamic State of Iraq and Syria (ISIS), this week purportedly put out a voice recording to his dwindling flock of followers, exhorting them to ca…"
176,2018-08-25,"Cuando Trump llegó a la presidencia de Estados Unidos –hace escasos 19 meses– la deuda del país estaba en el 2,3% del Producto Interno Bruto (PIB). Ahora se espera que crezca a un 5,1% para 2022. ¿Estamos ante una bola de nieve?"
177,2018-08-25,"Trump's legal landscape has gotten even worse with the news that the Manhattan DA was reportedly looking into charges against the Trump Organization and that Allen Weisselberg would be offered full immunity from prosecution, writes Joey Jackson."
178,2018-08-25,"A former Trump World Tower doorman who says he has knowledge of an alleged affair President Donald Trump had with an ex-housekeeper, which resulted in a child, is now able to talk about a contract he entered with American Media Inc. that had prohibited him fr…"
179,2018-08-25,"CNN's Chris Cuomo breaks down President Trump's ""mob boss mentality"" on ""flippers."""
180,2018-08-25,"Although Trump recently compared special counsel Robert Mueller to the late demagogic Republican senator from Wisconsin Joe McCarthy, it's House Speaker Paul Ryan whose situation evokes a McCarthy comparison, writes Fred Wertheimer"
181,2018-08-25,"President Donald Trump tied the death of 20-year-old Iowa college student Mollie Tibbetts to Democratic policies, continuing the administration's politicization of crimes allegedly committed by undocumented immigrants."
182,2018-08-25,"La revista TIME volvió a apuntar al presidente Donald Trump en su incisiva portada: la nueva edición lo muestra ahogándose, con el agua hasta el cuello, por cuenta de los escándalos que protagonizaron sus excolaboradores esta semana."
183,2018-08-25,"When Sen. John McCain's family announced Friday that he was ending medical treatment for aggressive brain cancer, the news shook Capitol Hill and prompted support from his Republican and Democratic colleagues alike. But one prominent voice was missing: Presid…"
184,2018-08-25,"Jerry George, who worked for the National Enquirer for 28 years, tells CNN's Erica Hill there were safes in the Los Angeles and New York offices of the National Enquirer."
185,2018-08-25,"En los correos, los funcionarios políticos de la administración Trump insistieron que se eliminase el TPS incluso cuando se enfrentaban al rechazo de evaluaciones internas. Son correos electrónicos y documentos internos que se hicieron públicos el viernes com…"
186,2018-08-25,"President Donald Trump on Friday tied the death of 20-year-old Iowa college student Mollie Tibbetts to Democratic policies, continuing the administration's politicization of crimes allegedly committed by undocumented immigrants."
187,2018-08-24,"The President's canceling a crucial trip to North Korea by Secretary of State Pompeo is an indication of the administration's failure, so far, to end the nuclear threat.  If diplomacy stands a chance of success, Trump must put aside his stratospheric self-con…"
188,2018-08-24,Vice President Mike Pence is keeping quiet during yet another raucous news week for the Trump administration.
